num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,kabudachi,death
270,40.90135226,5.489172571,bp,6.875493542,7.384789359,5.8,0.0,2.4167849768512273,1.6131492069927507,0.16411780139216708,0.18410283781671458,1.4937957418390693,5.102394776032135,4.500761065258944,9.904312263663227,170.43847574929745,1
284,42.30458188,19.63480854,bp,15.82000134,16.01098728,10.7,0.0,0.0,0.0,6.593506812084695,5.120303657029291,1.947792440692156,0.3737432773844426,4.5595006895959225,3.727987924066571,0.0,1
290,42.2911532,29.22845886,bp,2.49,2.76929601,3.0,0.0,0.0,6.568120980404111,5.843966173668234,0.0,3.746916093233247,11.416824198973366,1.6987933032317073,1.9287902585136556,231.81414200879985,1
291,42.31495956,29.27998766,bp,1.24,0.55,3.4,0.0,0.0,6.404680534887747,5.920196054495084,0.0,3.7190739387069627,11.792561190312906,1.3622463083449832,1.9289414743735551,273.94456296916053,1
292,42.39482312,29.34016916,bp,3.59,3.628732702,5.1,0.0,0.0,6.147761652576095,6.020820434541243,0.0,3.692911993297295,12.247927379354943,1.2184906958471688,1.7358367571790416,209.2971406581792,1
293,42.21876894,29.27455042,bp,2.65,0.0,2.9,0.0,0.0,6.566975410423663,5.8946560313394,0.0,3.710163810987234,11.649941453880393,1.346472172877535,1.9134067471367708,282.32431029153935,0
294,42.21051793,29.30192194,bp,1.8,1.83,3.5,0.0,0.0,6.509964888590289,5.9314200994971955,0.0,3.6930588741093437,11.635890039060046,1.3468641056423034,1.9100887096911654,313.4717962076808,1
295,42.29697677,29.43580215,bp,1.22,1.36,2.1,0.0,0.0,6.074204541074812,6.145358973221002,0.0,3.627149810724013,12.088069390167487,1.0325982262902673,1.9147939202755542,267.2714536957824,1
296,42.36764133,29.52436601,bp,2.05,2.291831181,3.0,0.0,0.0,5.80045195142478,6.298518124387706,0.0,0.12185392036378104,15.652707393099101,1.2235687228117773,1.7195062930693843,256.4160417373588,1
297,42.47063899,29.60368488,bp,1.0,1.21,2.7,0.0,0.0,5.530671707025043,6.450433663154034,0.0,1.0545792707478177,15.174978683574261,0.9119551670893807,1.7184127396694955,260.8070054557881,1
298,42.43085771,29.81729986,bp,2.26,2.450986124,4.3,0.0,0.0,5.204618469872699,6.821785504760676,0.12897652673819332,1.6150904963776433,14.287560280256216,0.9093718186556642,1.6996124079408863,263.68861557883906,1
299,42.4990919,29.73027757,bp,8.53070495,8.944507802,7.3,0.0,0.0,5.282625375984653,6.678188760744018,0.12788676774087768,1.6131828500462286,14.457954047647927,0.9201383987020667,1.709539688485824,206.68273918693185,1
300,42.57665163,29.82595715,bp,4.169859509,4.265352475,5.5,0.0,0.0,5.056970396852538,6.87458360022745,0.13111553406928522,1.637813525328832,14.502043746814579,0.9377878132707028,1.704613878039631,209.02356923128679,1
301,42.53738267,29.97268448,bp,1.31,1.909859317,3.1,0.0,0.0,4.875192722567741,7.1595461894683154,0.1341366063429879,1.6522479260207121,14.32766456371933,0.9325354645001229,1.6919478647768178,179.45455681784478,1
302,42.20210713,29.67127094,bp,12.92338138,13.01887434,8.0,0.0,0.0,5.6869814907678355,6.496277232626079,0.0,0.12286018621206489,15.148039358837673,1.1759728811024215,1.8809843959067523,220.6979130168923,1
304,41.94673304,29.30027793,bp,5.188451145,5.570423008,6.6,0.0,0.0,6.892857922989684,5.868677015467426,0.0,3.656508873662283,8.927389254203094,5.044515184914125,0.5531385695715041,216.79171149027835,1
305,41.89787336,29.36270311,bp,3.21,3.437746771,4.2,0.0,0.0,6.770596994377621,5.9409794504476165,0.0,3.6140703475555744,4.87915953342131,9.022236579046766,0.5493735776552945,277.19464577108243,1
306,41.88079281,29.41660035,bp,2.25,2.546479089,3.6,0.0,0.0,6.635145296504194,6.0110003343827385,0.0,0.11422936759890817,8.34434850408908,8.658509504531294,0.7466689672331365,276.5208701951238,1
307,41.79390492,29.38129557,bp,1.56,1.941690306,3.9,0.0,0.0,7.471520976129266,5.300250455827656,0.0,0.1126487584022546,6.904327086337462,10.000825582180006,0.888300962025609,230.51589674302457,1
308,41.81873214,29.33387222,bp,0.84,1.13,1.6,0.0,0.0,6.952943331649997,5.879971193329101,0.0,3.617483403582429,3.5187973518774607,9.946863116538134,0.8915529942454394,255.39140848018897,1
309,41.84246817,29.62411282,bp,3.04,3.21492985,5.1,0.0,0.0,6.774730643898781,5.650623195798394,0.0,0.11743696319560562,6.6492727330805526,10.164195082340504,0.7462070622798862,216.77905304672558,1
310,42.04984549,29.65374661,bp,6.35,7.416620348,5.9,0.0,0.0,5.870619043144224,6.41906567587597,0.0,0.12059201297420986,10.470890892665677,5.610276372209587,1.860499907756772,275.52021365449355,1
311,41.93414513,29.73325126,bp,1.09,1.18,2.0,0.0,0.0,6.437373677386207,5.865083103722756,0.0,0.8002873344082418,6.921875326343314,8.145452477216923,1.9496865767930727,273.0370926474163,1
312,41.95504438,29.61210247,bp,1.84,1.86,3.0,0.0,0.0,6.05390050143483,6.3217334440751705,0.0,0.11861784840035831,9.106907568009548,8.213707243787448,0.4021115850698882,291.33601210794933,1
313,41.99452325,29.81740353,bp,1.3,1.909859317,3.1,0.0,0.0,6.20803225999159,6.034899456611646,0.0,0.8123752151072563,9.259178821939713,5.84786298527024,1.9511629834508943,322.2714370116397,1
314,42.09512248,29.89974304,bp,0.86,1.05,2.5,0.0,0.0,5.340127955738695,6.8563220110408825,0.12614296731546326,0.6987675584543419,10.054417408998185,5.262954799949515,1.8470698225678381,264.09840069890487,1
315,42.03321526,29.84907257,bp,1.23,0.0,1.5,0.0,0.0,5.481694840390671,6.740100098477812,0.0,0.8171743958153096,9.695943283192303,5.555732709850568,1.8428425341074295,647.4834609125218,0
316,42.03321526,29.84907257,bp,4.106197532,4.329014452,5.2,0.0,0.0,5.481694840390671,6.740100098477812,0.0,0.8171743958153096,9.695943283192303,5.555732709850568,1.8428425341074295,359.8637077125218,1
317,42.25559181,29.92438257,bp,0.87,0.99,2.0,0.0,0.0,5.174845710642651,6.967198756537819,0.12896044418356487,0.7007435506762386,14.713055661021015,1.0280294925507316,1.6752938510511068,217.3806620022872,1
346,48.60225172,41.65987944,bp,3.342253805,3.278591828,3.3,0.0,6.256942676970286,0.0,0.0,3.1707817482596927,2.3874505243918542,0.0,1.774480891436228,3.083611161070406,19.743831616906448,1
347,49.00635548,42.14062387,bp,8.562535938,9.294648677,8.6,0.0,0.0,0.0,1.5087116118907264,2.056420967902586,2.530680174859076,0.0,0.4792778356895235,3.8130873562577667,34.15736028488222,1
348,49.32416781,42.15658314,bp,3.787887646,3.9152116,5.4,0.0,0.0,0.0,1.6232904079112507,2.0589912182397465,2.50802126416233,0.0,0.0,4.299485354106847,65.23886207219401,1
349,49.59543713,42.18282589,bp,5.729577951,6.047887837,6.8,0.0,4.534134209177651,0.0,1.7248442871284633,0.0,4.5935411505638895,0.0,0.0,4.242034743994474,34.80888878871722,1
350,49.26633127,42.28511054,bp,1.63,1.68,3.4,0.0,0.0,0.0,1.6667537435638058,2.1025881525983348,2.554409623618037,0.0,0.17906497290832496,4.184078158995594,78.51401781750845,1
351,49.23761531,42.69421038,bp,1.05,1.13,2.2,0.0,3.613233371175725,1.7672446413924259,0.0,4.877101112198794,0.0,0.0,0.19423250037976336,4.406077463619653,34.382636136912346,1
352,49.81830962,45.47698718,bp,3.21492985,3.596901714,4.7,0.0,0.0,0.6575443291936606,13.657192603184159,4.98679250065568,0.0,0.0,0.0,8.921779248559956,0.0,1
356,41.55964686,45.41861041,bp,1.51,1.57,2.9,1.2352866884988891,0.0,0.0,9.091592215020539,11.856968581679,0.0,0.0,0.7632075556861166,4.312435861592843,71.36553764621505,1
357,41.65028446,45.48473795,bp,3.405915782,3.819718634,4.4,1.1654902059765986,0.0,0.0,11.639834900861494,9.24720274083857,0.0,0.0,0.7691576888110152,4.416339127967131,52.754573837579194,1
358,41.49010693,45.56871798,bp,4.106197532,0.0,1.6,0.97095670145014,0.0,0.0,12.126236963254964,9.359829288849712,0.0,0.0,0.17136747239312244,4.881036856647719,65.20431659633238,0
359,41.48078979,45.68160694,bp,3.405915782,3.596901714,4.7,0.8514462130693735,0.0,0.0,12.336930752620871,9.579383945720569,0.0,0.0,0.17027846900200888,4.883593434570995,63.93828686809515,1
360,41.347857,45.66180373,bp,1.22,1.687042397,2.8,0.8168144656754948,0.0,0.0,15.257758715875209,6.645438040307282,0.0,0.0,0.17031293406869707,4.761471195347134,63.89685678780644,1
362,41.82042906,49.21287247,bp,3.278591828,0.0,3.8,0.0,1.1013708307589019,0.0,6.522825148452433,3.0058795999648638,16.951272284882126,0.0,0.0,0.7250511958474453,97.0303857695605,0
363,41.62474983,49.40017471,bp,4.042535555,4.201690498,4.7,0.0,1.3024490455004611,0.0,6.417813685192323,0.3040207138190254,19.945036553654496,0.0,0.0,0.0,102.64760643889139,1
364,41.73344728,49.44280711,bp,6.939155519,7.161972439,6.9,0.0,1.215219093634332,0.0,5.70460677139789,0.997913701610754,19.77395251193837,0.0,0.0,0.0,96.81156774692995,1
365,41.85837927,49.43215839,bp,2.99211293,3.119436885,4.2,0.0,1.1215455403744992,0.0,5.696662677367101,0.9977706802512394,15.606525972678254,4.0308305290072965,0.0,0.7329013002956247,131.34192572970144,1
366,41.91079217,49.30556912,bp,3.437746771,3.437746771,4.5,0.0,1.0607395267297108,0.0,6.445087278514886,3.0343629821221394,12.812763399627968,4.009468398046386,0.0,0.741973034532505,115.47177513500108,1
367,41.95643067,49.38459336,bp,1.88,2.164507226,4.0,0.0,1.0485704025140787,0.0,6.387840390524269,3.046079301169893,12.748105403846324,3.9826070391359196,0.0,0.7508066057421603,124.4839959239446,1
368,41.89615681,49.15972847,bp,0.49,0.64,2.1,0.0,1.03275429327489,0.0,6.548699355121903,3.0391438888035185,16.81555621684837,0.0,0.0,0.7386354726595932,110.24863695672077,1
409,17.00265548,-10.0755008,bp,12.09577567,0.0,2.8,0.0,2.2275572094660556,11.542683003240938,0.0,4.380439896038849,1.1879250767578653,0.5216027754926232,0.1266515493326118,11.499756282636955,0.0,0
410,21.74400472,-9.617591413,bp,2.59,2.85,2.7,0.0,0.0,0.0,0.0,2.539310282210492,2.5426490134811526,14.022374991349364,0.5118725025182841,3.3861114656067666,133.1692843912501,1
411,21.76625039,-9.522532463,bp,9.008169779,0.0,4.4,0.0,0.0,0.0,0.0,2.522274603833127,2.5442878982320076,13.895884194143662,1.831128188565679,2.0732604767927034,75.3253457793144,0
412,21.57359182,-9.2921288,bp,3.151267873,3.246760839,2.6,0.0,0.0,0.0,0.0,2.6082095840476724,2.4943979868227686,11.054762305343173,4.294851699482997,1.1921062067783699,138.63853215163087,1
413,21.62235084,-9.326122197,bp,5.029296202,5.156620156,5.7,0.0,0.0,0.0,0.0,2.5845229934720115,2.5058203073004,11.095814381545928,4.3202208934199815,1.553698429501161,113.7179599917377,1
414,22.0853493,-9.562175368,bp,2.62,2.94,3.0,0.0,0.0,0.0,0.0,0.0,4.33138657979248,14.83494923149817,2.387034312847568,3.034467700957689,72.58800499067533,1
415,22.25608248,-9.535359168,bp,3.565070725,3.851549623,3.4,0.0,0.0,0.0,0.0,0.0,4.318268927134417,14.90813295249743,2.417995548061947,5.213493174837874,51.52922791734495,1
416,21.46494397,-9.255555249,bp,0.43,0.5,1.4,0.0,0.0,0.0,0.0,2.6660320347649145,0.7094357865560279,11.16754249302356,4.561394149027169,1.8138138083378756,100.10248023634637,1
417,21.48763645,-9.191732752,bp,0.5,0.64,1.7,0.0,0.0,0.0,0.0,2.646068617261208,0.7034972331657123,10.245851669078027,6.714074363241369,0.5355145600881528,90.62154460593524,1
418,28.09650269,-4.700221541,bp,10.31324031,9.67662054,6.1,0.0,0.0,0.0,0.0,8.993769320877446,8.43006729278439,6.860755860997045,4.4712105791325225,15.78678452074096,28.4965569436235,1
419,28.21630003,-4.605000932,bp,4.360845441,4.965634224,4.7,0.0,0.0,0.0,0.0,9.105345761438548,9.108458378595378,6.3912154159214865,2.2532821585512965,14.673696397266333,67.39331713159613,1
422,32.57920274,-4.181351697,bp,3.342253805,3.787887646,4.1,0.0,0.0,3.680043725434382,12.467694822689197,6.231218413770978,4.294453443882423,2.426837600535402,7.445248459619112,0.7088279302039069,92.07351367688236,1
423,32.70002292,-4.046283969,bp,11.61831085,11.77746579,8.1,0.0,0.0,3.9547067499355038,12.223236144595758,6.256686064859947,4.263016664443736,2.4816855561329993,7.412222725460433,0.285984101306893,63.52936373104752,1
424,32.80903331,-4.197621347,bp,2.36,2.65,4.8,0.0,0.0,5.186836651390343,11.497763502320224,6.203556550196368,3.750831219292408,3.0747074800344736,4.150375509450392,3.563114791175322,96.25362476082236,1
425,32.77300146,-3.849342139,bp,6.811831564,7.002817496,6.9,0.0,0.0,4.34379022675591,13.845175518501582,4.869150866866753,3.533132977090053,5.34540595932743,4.6137390631914466,0.2840595010600529,70.75198720807988,1
426,33.75886237,-1.982905698,bp,3.883380611,4.074366543,4.7,0.0,0.0,15.653920941247407,0.0,8.375597889163709,4.42563889131274,6.466103896214663,5.049923266793409,2.9008669258221835,39.6675832115709,1
427,33.65070084,-1.902438624,bp,5.347606088,5.665915974,5.7,0.0,0.0,15.328001907170535,0.0,5.519742601532741,7.122852613065746,6.53227175196724,5.103075571726822,2.924635339596034,28.806221137850486,1
429,33.76606459,-6.972963607,bp,4.074366543,4.265352475,4.7,0.0,6.604303661190064,10.418015592747146,6.910102117890631,0.7782227455036853,4.890792691868581,8.718260875810001,5.41978526026945,2.4785541032801404,46.29542486399859,1
430,34.21745746,-7.328090235,bp,9.390141642,9.45380362,8.6,0.0,11.791124062100376,5.728809804663728,6.651381496133164,0.0,5.5624510019012625,7.417766087771743,6.667584159951027,1.7794603540327896,31.49765741690898,1
431,34.09602769,-6.939671431,bp,9.931268449,0.0,3.4,0.0,8.136696491263745,9.329205965402089,7.48375183150837,0.7816443003125761,5.048073255233515,5.920233319747181,7.946218497886943,0.8696783823907799,35.35958401215045,0
434,36.14043415,-1.98041451,bp,1.13,1.55,2.7,0.0,0.0,7.120710961302654,3.7868229398343463,6.6723745992672825,4.240759992599671,3.3640485229600565,0.47039874500050616,13.295315026558727,58.64835773811603,1
435,36.22493126,-1.830002693,bp,7.321127382,7.543944303,6.4,0.0,0.0,7.073460396623762,3.705961245627355,6.42935073020848,4.1131623086449,2.3349342399626405,2.3046209072569925,12.54220842738837,28.346625916959436,1
436,36.37628038,-1.936858173,bp,1.18,2.31,3.2,0.0,0.0,7.1206109695232715,2.115251344080021,8.061038501677658,4.141563298342298,1.844226465822484,1.9224248717648633,11.129133046021325,74.40195623864635,1
437,36.35769229,-1.857519139,bp,1.22,1.61,3.1,0.0,0.0,7.092774647130126,2.0739273941359166,7.992102460982375,4.094346102498716,1.8359199803820871,2.7713702308867885,12.508017156208249,82.48158126843899,1
438,36.44344169,-2.049214316,bp,1.99,2.08,2.4,0.0,0.0,7.168908803187806,2.197704116817034,8.101491877833304,4.196782513774547,1.8515766125686612,1.9248536641040848,11.052772695684062,42.11424385110483,1
440,38.84947873,-3.968756281,bp,1.73,1.93,3.0,0.0,4.962333384544586,0.0,3.8874229457328218,2.8725022087601357,7.132619133709624,3.9331182155383964,7.845082279796944,0.4939392714688926,42.456141962579586,1
441,38.88785697,-4.114149349,bp,1.68,0.0,1.6,0.0,4.563603775121333,0.0,3.748362535243716,2.9097663900717654,7.1610507503758285,4.099072508484395,7.768682991680114,0.35459412569557597,69.46995339604084,0
442,38.88133355,-4.135745113,bp,0.69,0.0,1.4,0.0,4.51349851881376,0.0,3.738413743222111,2.9210701602207934,7.177866533627359,4.103310773411793,7.780750871450884,0.35420975425986295,107.21218316771562,0
443,38.93552397,-4.024065698,bp,2.59,3.119436885,3.4,0.0,4.77507526832557,0.0,3.7711799801634207,2.8538093063289276,7.070731954047546,3.8788732282267304,7.915503063272018,0.35699544158106566,45.090909608691234,1
444,38.97726947,-4.016779943,bp,0.26,0.0,1.0,0.0,4.77479461508257,0.0,3.740242185176708,2.8321831030524995,7.02539168408279,4.0432348806834115,6.8694369272590405,2.529467909403243,91.01464441023181,0
446,39.01488078,-2.201978448,bp,1.09,1.33,2.0,17.28230038998117,3.770876016072422,4.66585919692356,0.0,0.0,3.5901069882480248,5.4915841063066235,10.82483793555188,8.549237753548836,0.0,1
447,43.41154629,-9.422980136,bp,1.33,1.59,1.8,0.0,0.0,0.0,0.0,3.230467752029554,0.0,1.928128680362007,3.8835772533988875,11.117804713014849,155.6871929666818,1
448,43.59888554,-9.391294074,bp,0.95,1.04,2.0,0.0,0.0,0.0,0.0,3.294253077132065,0.755988488789662,0.8398267716035832,5.238855941785492,9.020618957999481,150.03088656702883,1
449,43.51117674,-9.412430523,bp,1.22,1.21,1.8,0.0,0.0,0.0,0.0,3.264121778510201,0.7452577471334008,0.8255947910669045,4.092355409672505,11.539714915493734,170.48876446327986,1
450,43.45223606,-9.649334649,bp,6.525352667,7.384789359,6.2,0.0,0.0,0.0,0.0,3.2715097799918587,0.3000008734536353,0.44384280286664773,3.67422225488394,13.230049630813305,206.49359670002258,1
451,43.45586924,-9.830979797,bp,3.437746771,3.756056657,3.9,0.0,0.0,0.0,0.0,3.2900116347757233,0.7423233586616691,0.05647233432984854,2.3434001647537777,14.456520817733159,143.5214325986246,1
452,43.4823226,-9.56008035,bp,7.480282325,8.371550007,5.3,0.0,0.0,0.0,0.0,3.2725012795843127,0.7434843497672667,0.8066049169333173,2.7951375664482274,11.633820869249286,196.05278781732207,1
453,43.6244379,-9.663771062,bp,13.84648005,0.0,3.9,0.0,0.0,0.0,0.0,3.3401534915928797,0.7625634968706198,0.8142364678358741,2.8164451354710938,13.490594047588733,134.42146442860928,0
454,43.77933166,-9.715830625,bp,2.69,3.055774907,2.3,0.0,0.0,0.0,0.0,3.4147039270776336,0.7837855572909078,0.831860609811944,3.950163845770249,11.47391468459496,199.7509943140642,1
455,43.81871204,-9.706166122,bp,2.22,2.33,2.3,0.0,0.0,0.0,0.0,3.43235444724254,0.7891623036129493,0.8393246847789957,4.146307898714629,11.34351847345834,190.94920719721466,1
457,46.77414776,-3.459303009,bp,5.53859202,5.634084985,4.2,0.0,37.1983256591948,0.0,1.8704960080387087,0.0,0.4159880071239061,9.14539808673276,7.712964069395178,1.3998900236669352,0.0,1
458,47.83126217,-2.566354656,bp,6.016056849,6.334366735,5.4,0.0,4.002508510505414,2.626557351424959,0.0,0.5328660625526975,0.7769537274558919,3.703961099501828,3.224994791357339,8.3502988515611,146.53243657393614,1
459,47.76110088,-2.754964745,bp,3.183098862,3.246760839,2.9,0.0,4.567891367891875,2.409496165207992,0.0,0.0,1.2809334373057688,0.0,8.15353649545101,8.555121164898774,130.7385560590336,1
460,47.99550287,-2.519998265,bp,8.116902098,9.230986699,6.6,0.0,3.594668634263673,2.7307738056701223,0.0,0.874327763217307,0.4613654340907882,3.7885265095166254,3.248904937099075,8.265998034318722,146.6491729576162,1
461,47.95645499,-2.692271123,bp,4.201690498,0.0,4.7,0.0,3.9299693739718733,2.5344746886036464,0.0,0.0,1.329813057437396,0.0,7.291643746233617,8.20655438580513,167.55024859911813,0
462,47.83845978,-2.650310151,bp,0.22,0.72,1.4,0.0,4.142945412035469,2.5381724582698255,0.0,0.5244543754971221,0.7658187272235223,0.0,7.22513661280823,8.220271637406956,227.92800934331137,1
463,48.1868406,-2.477368158,bp,5.697746963,5.98422586,5.3,0.0,3.2192971725639175,2.848964551262171,0.0,0.9065835600059695,0.4771449464147896,3.8809060064489644,3.280248106343834,8.030069584259584,137.71487583060568,1
464,48.41546671,-2.606099432,bp,5.092958179,5.602253997,5.1,0.0,3.0274192904118093,2.7984400577616815,0.0,0.9108096813458759,0.4793348182179018,3.887610865943268,3.3935530938573026,8.13502597676347,137.5501071589872,1
465,48.14,-3.221614502,bp,3.787887646,3.724225668,4.3,0.0,3.9950042165020827,2.1703482109092658,0.0,0.0,1.2352370986099641,0.42705265241767615,14.52378328514124,0.7294153020366374,140.58727264107412,1
466,48.2090326,-3.340140083,bp,4.710986316,4.997465213,4.1,0.0,3.846713539820427,0.0,2.497068009087759,0.0,0.8090920630386153,4.030256643488889,11.409705099043784,0.7378626985495824,122.8731479048766,1
467,48.34328077,-3.196135386,bp,4.83831027,5.06112719,5.0,0.0,3.4899577480032584,0.0,2.6261323000537793,0.0,1.2702510524795418,1.069775947967504,8.02183706853166,6.771817069195064,160.32155988729107,1
468,48.30677782,-3.131548919,bp,2.960281942,3.246760839,4.0,0.0,3.534437817297849,2.3159307355373047,0.0,0.0,1.2795566395530318,0.42950995927591934,8.642655168913631,6.7299440368425385,194.63212252257816,1
469,48.40162868,-3.057402348,bp,2.960281942,2.928450953,2.8,0.0,3.3342493299585216,2.4074199943227526,0.0,0.0,1.3106454203660873,0.0,7.533578868254361,8.292247089950191,156.54332701148192,1
470,48.49927454,-2.983860437,bp,1.34,0.0,2.0,0.0,3.173826771675716,2.4918034162006473,0.0,0.0,1.342706325526447,0.0,7.383036343329349,8.436382207750112,140.14838369042985,0
471,48.53126715,-2.638792114,bp,4.456338407,4.488169395,3.8,0.0,2.9471578041013675,2.7897763496668833,0.0,0.9183358249911697,0.4830807179347017,3.9082387020462543,3.43719110452601,8.160964238324459,128.1415514685774,1
501,47.83522408,-10.27361205,bp,7.703099246,8.276057041,7.6,0.0,2.7413833732476913,0.0,0.0,13.438038192991042,0.0,8.422060126049256,11.912918851484218,0.46010927450358613,32.533711547803314,1
502,47.91361961,-10.3178438,bp,2.928450953,2.99211293,2.7,0.0,2.867438793624795,0.0,0.0,13.30929664518711,0.7564739355608031,7.733293818096504,11.916745858787708,0.45794553791156684,85.57780646342457,1
503,49.43994249,-10.03295175,bp,1.8,2.4,3.7,0.0,9.516596087629269,0.0,0.0,0.0,11.863296228604261,11.567449005691511,11.695045658595099,0.0,39.73468147016534,1
504,49.44948185,-10.09895836,bp,2.65,2.53,3.2,0.0,9.550385190146274,0.0,0.0,0.0,9.87193924024847,11.834680308142582,13.391718423568983,0.0,26.989594960867024,1
505,48.78592456,-16.38334784,bp,5.252113122,5.570423008,5.6,0.0,0.0,0.0,0.0,0.0,0.32424785437827264,4.218569807328606,9.905549278566815,14.508284854000086,49.91517319044023,1
506,48.94773664,-16.31193386,bp,1.15,1.71,2.8,0.0,0.0,0.0,0.0,0.0,0.319193020070912,4.317834011754877,9.754789220543477,14.656384280110862,86.39874704009027,1
507,49.11296846,-16.59668901,bp,12.15943765,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.326454419865768,4.178303682519896,10.228008393353106,12.228050109399588,34.040994893763795,0
508,49.10283255,-16.13993808,bp,2.89,3.310422816,3.7,0.0,0.0,0.0,0.0,0.0,1.176088721719784,3.606181736077927,9.629140316789464,14.705466381734022,52.00162842415596,1
509,49.24614009,-16.42623477,bp,2.33,2.48,3.6,0.0,0.0,0.0,0.0,0.0,0.3188582008051661,4.328707169514099,10.073833584427167,13.797704199678535,80.20206557027986,1
527,30.3484735,-13.36101713,bp,19.03493119,19.41690306,11.3,0.0,13.519275969806023,6.6125365570485775,20.321424069303642,3.672761048667047,1.8444625060748157,6.368716723939038,3.513542579268739,4.699712932665732,46.523879394345755,1
528,30.24135332,-13.00215172,bp,0.61,0.72,1.3,0.0,11.710223505025347,8.022544728244203,18.29066716603447,4.621303726990316,1.424150917580765,8.126091547783778,2.1164033487476983,4.715342302589925,168.900052515491,1
529,30.10224578,-13.02604714,bp,2.34,2.57,2.8,0.0,10.65556622805289,10.358542558013152,17.059227186737907,4.59983579014571,2.2863043547985593,5.328758740325634,4.011544479980863,4.707833119724659,181.9301068019817,1
530,30.07259681,-12.99725973,bp,0.28,0.7,1.4,0.0,10.385606908020842,15.556205913267132,12.030320813611276,4.6168250244706055,2.2868801972552912,5.314678460244527,4.013501280942909,5.002735904171081,242.3316645199599,1
531,30.27203164,-12.78945004,bp,1.3,1.48,2.7,0.0,11.230351194967684,7.530114235412971,12.453613118208873,10.387617569019472,1.316892399292259,9.508629934911413,0.8482731106285694,5.408070203736718,136.49779438026118,1
532,30.20966042,-12.82583632,bp,2.49,2.67,2.6,0.0,10.90257011275031,8.05192880264866,12.372896172346135,10.444871072491713,1.3054765949383123,8.087013322090264,2.259291321347252,5.132434977114901,144.3844209873751,1
533,30.13886071,-12.9397333,bp,5.602253997,5.697746963,5.2,0.0,10.724651606402281,10.18806189276306,16.74598238461231,4.655828717783276,1.2788880735249404,8.239980128822685,2.112796390515796,4.729731535916877,147.1882621075506,1
534,30.00842691,-12.92174044,bp,2.28,2.57,4.0,0.0,9.813512749703214,15.861226032516202,12.057264829927838,4.663464190435157,1.423530771278348,6.143034481841734,4.021775311902866,5.810581791678965,164.55714803744314,1
535,29.84401177,-12.89300935,bp,3.19,3.087605896,4.2,0.0,8.851876877287458,20.2754326121052,8.976572929670994,4.679977187946407,1.4174034574664864,6.030188777423547,4.083221683327527,6.356226146143459,136.09606345157545,1
536,29.71388965,-12.91067584,bp,2.77,2.864788976,2.4,0.0,8.26568181257266,24.420225160430636,6.114999276766534,4.667342387044051,2.2837129067801603,4.134380776324432,5.0708168457072595,7.519813904670242,132.9472326970534,1
537,29.70565169,-12.99078466,bp,3.08,3.405915782,4.8,0.0,8.321408528544852,24.622012273436432,6.243688001181953,4.6126540446331585,1.1285352600024148,5.335368640261428,5.035070457052095,7.499376071738899,125.79683129086823,1
538,29.89325028,-12.95542044,bp,0.86,0.88,1.7,0.0,9.207590494439941,19.984667350119075,9.00433594612796,4.638945379203793,2.2862297080045635,5.377066610554687,3.8909710899155963,5.767340421989503,175.60345814428203,1
539,29.81535435,-13.11375866,bp,1.25,1.34,2.3,0.0,8.983702209966655,22.814154460133295,7.306282790611471,4.533913774800934,1.1453602662716873,5.381632516402057,5.027446433613174,6.572714507478848,123.7077320047195,1
540,27.57388676,-13.02915989,bp,1.51,1.73,3.3,0.0,0.0,17.771089935907064,13.219163332753107,0.0,4.975487471631119,4.42274236954035,2.342395825494306,6.782213970824244,133.43787696481314,1
541,27.40438839,-13.09377894,bp,6.557183655,6.716338598,5.9,0.0,0.0,16.66938392974477,9.36561808942633,3.677675341825323,5.184373816683906,5.464768468970499,1.1591684693619535,4.572645758488763,151.63365668399078,1
542,27.29646972,-13.07330742,bp,1.84,0.0,2.5,0.0,0.0,9.825789318093646,15.49216757046873,3.5813513824263064,5.168383529614703,5.639502318178903,1.0205078125585982,4.559019970065412,209.33743108659883,0
543,27.25871825,-13.12955896,bp,1.02,0.0,2.1,0.0,0.0,9.252086406316163,15.883536555687648,3.9438904684888048,4.826765475203319,5.629554832207537,1.950265564794429,2.323426351823976,233.3525158486308,0
544,27.20045019,-13.14387097,bp,0.84,0.95,2.6,0.0,0.0,8.033727503271148,16.761653109533636,3.9007477720455315,4.834921852030698,5.643447275736873,1.9468939058255907,1.863738779094878,223.97772802031042,1
545,27.34061808,-13.25037683,bp,0.65,1.18,2.1,0.0,0.0,9.938848123976786,15.817564757621962,4.018666964761224,4.936117906736593,5.423928283798604,2.087798741280408,2.549237787213471,242.354574824168,1
546,27.09459195,-13.33756545,bp,15.27887454,0.0,4.3,0.0,0.10776674902018271,4.988852027912095,19.239407697852528,3.92056800492915,4.9118748260951195,4.208507685509414,3.3350337124606275,2.198548543871936,155.90593938748805,0
547,27.38500871,-13.38017673,bp,7.034648485,7.034648485,7.1,0.0,0.0,16.46112714422444,7.039058527514756,6.710044601737518,5.056152346939125,4.203860029859245,3.2480736642457595,2.942287426794719,188.3227259537204,1
548,27.44999175,-13.50402526,bp,3.278591828,3.596901714,4.0,0.0,0.0,16.753441319291692,7.346681552264511,6.6895499442794915,5.284156532036383,4.052177033776649,3.231972550574371,2.9376027916077465,184.62210999105503,1
