num,x,y,spp,dbh01,recruit,ds,ss,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ds8,ds9,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9
106,17.0620223,15.73914985,pt,1.7,1,31.93060239779377,170.36712411881598,0.0,4.522678446176169,0.0,3.016184754647505,0.0,2.22740121870534,8.627079801479713,7.374263185410719,6.162994991374328,170.0,0.36712411881597146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,18.06974471,14.41805618,pt,0.61,1,40.073078928190526,62.26294573686912,0.0,9.802453941128864,1.0562314559566834,0.0,5.882958140543111,10.000426328742801,8.452970753448108,3.6274345283839695,1.2506037799869911,61.0,1.0231327901428713,0.0,0.0,0.0,0.0,0.0,0.0,0.23981294672624873
120,26.52855826,4.760706567,pt,0.85,1,21.08321848053928,112.95331108186484,0.0,0.0,0.545052458061275,1.3131051954432116,0.0,1.4558166459636552,5.7455769483070975,4.4255443772378324,7.598122855526208,85.0,0.0,0.0,14.936434033183401,3.9494697728599752,3.3844962388419226,1.7539390800687715,1.6889818496452325,2.239990107265537
162,29.62009359,21.08611953,pt,1.34,1,37.695194336306955,136.62749121357479,0.0,0.0,0.0,7.827190668829552,17.48984924264461,1.9165819268308106,2.5096078590434567,2.8334073358280536,5.118557303130475,134.0,0.0,0.0,0.19382429377539617,0.26938257161582146,0.34662136479982925,0.0,0.36467243765052126,1.4529905457332197
163,26.37392393,20.92099772,pt,0.63,1,29.467939343890418,66.66519470330405,0.0,0.0,1.8411497510901276,0.0,0.0,1.1211621623252168,17.71842148458373,7.9467460716405816,0.8404598742507625,64.20645202192499,0.0,0.0,0.412261196284176,0.0,0.0,0.38576819434160464,0.0,1.6607132907532798
164,25.67749682,20.35854879,pt,1.08,1,33.29553011477988,110.95552745424065,0.0,0.0,1.2676295800002868,0.2171648804676744,0.0,0.8072889165547504,19.72478512723136,4.10636780436495,7.172293806160857,108.70376367945624,0.0,0.0,0.0,0.33423393144925995,0.3533364642782306,0.0,1.5641933790569154,0.0
167,24.17454344,27.52953181,pt,0.4,1,25.855300524022585,40.396694573548565,0.0,0.0,2.418146819541102,0.0,2.9068965938612563,7.891013355426077,7.587979840941976,4.268631308736008,0.7826326055161633,40.0,0.0,0.0,0.0,0.0,0.0,0.09045340583605893,0.14740423197854316,0.15883693573396915
209,33.93911007,24.00846752,pt,1.36,1,35.094252360347205,139.25076314987615,0.0,11.821011982333456,0.0,1.5475302636484085,0.0,3.45355414151616,13.373583410354735,4.599956323245296,0.29861623924914604,138.9166992681589,0.0,0.0,0.0,0.0,0.25696151435465037,0.0,0.0,0.07710236736258727
210,34.09414976,24.03738005,pt,0.46,1,35.684982206230494,54.94896684910378,0.0,12.705108679115778,0.0,0.0,1.4911556785712001,3.409930662278464,12.215615018525483,5.20009147018642,0.6630806975531458,54.62328479281761,0.0,0.0,0.0,0.0,0.25001080284662325,0.0,0.0,0.07567125343955063
231,33.59879754,14.8412447,pt,0.5,1,68.68412100597128,58.48956789149858,0.0,6.448088655396052,18.363278241810498,27.23113741830356,5.046523506062568,7.414272195786929,1.610254761579968,1.017343988445776,1.5532222385859167,50.0,0.0,0.0,0.0,0.0,2.0055484047107446,0.42674337610675295,2.878747326875375,3.1785287838057075
