num,x,y,recruit,ds,ss,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ds8,ds9,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9
263,5.7934944315784405,-32.402082902563876,0,69.83786939260091,0.0,0.0,33.70973401671559,0.0,5.274292553695178,13.67548814207159,5.619920412077902,3.7931572642422076,7.765277003798435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,11.880810265376383,45.36177600150194,0,47.291486179619874,0.0,9.594230926417845,11.52191706839976,3.491521551794409,5.900209673318751,0.0,4.2095878885648546,1.662005856975723,9.50913451597942,1.4028786981691008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,5.071699223467598,-5.079817072626582,0,34.295873206849365,0.0,0.0,0.0,17.187194849318256,0.0,0.16703788153720273,6.495804918792124,9.409660853795684,1.0361747034060975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,24.34855480680462,-28.493085031566288,0,62.92230911517515,3.7669854742695166,0.0,1.9524499334660845,23.282437993715927,15.922531809384395,5.378645642515308,1.376090192234702,1.7603100195303576,4.4218196304722515,8.828023893856127,0.0,0.0,1.2308421697989307,1.2634980247395888,0.2883528796403548,0.6876054658175138,0.29668693427312787,0.0,0.0
267,0.7288026297955396,1.2683641876805893,0,33.01048526366111,0.0,0.0,0.0,0.0,0.4812475784995058,0.09308222759699279,7.382137547475407,12.245378291468036,3.143369974675017,9.665269643946154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,5.918964537648811,-8.359824361310132,0,36.638155667478365,0.0,0.0,0.0,0.0,8.366891141211651,15.07064401133815,0.0,3.0834846831805147,5.454077036435507,4.663058795312545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,33.22800767025971,-32.02288132696446,0,31.996243595993306,2.524647771763985,0.0,3.310722375564744,10.923311081316312,0.898324719395126,2.323952827413431,6.9021852268426125,1.7194264594338637,1.7113063730705702,4.20701453295665,0.0,0.0,0.0,0.0,1.3598986262871806,0.4894847054425691,0.09095193893086768,0.32645961942684665,0.25785288167652093
270,41.800848195764544,11.240788926764942,0,35.630135752586675,2.5468035597609364,0.0,0.0,2.4976683224781207,2.2344133761332468,0.233384841679523,3.2373066712874383,13.711311875978023,5.793207637544183,7.9228430274861354,0.0,1.216490397637161,0.8475216988115152,0.09934245909204163,0.0,0.0,0.0,0.0,0.38344900422021855
271,43.53017658268674,-15.71858875935547,0,20.90441498226397,3.105461493268259,0.0,0.0,0.0,0.0,6.468644708561493,5.063639856404063,7.677998552393734,0.9397725883363248,0.7543592765683527,0.0,0.0,0.0,0.7050119562282202,0.5028926575202962,1.2965595843550084,0.046862162442425415,0.0,0.5541351327223085
272,8.467619153461143,6.105766316697313,0,24.548496247146222,0.0,0.0,0.0,5.064393926118504,6.4914132892109135,7.596167620396933,1.4422558372196588,3.874432378178958,0.0,0.07983319602125648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,28.244903057272737,0.979793974178655,0,14.307327819981309,73.66080163678227,0.0,3.7250169550376704,0.3990537679480618,0.0,0.0,2.5959192717812516,6.081743478245312,0.0,1.5055943469690136,47.46553680512114,14.086992677529427,0.0,0.0,2.362265485530263,0.0,1.8855805391225353,6.075422094720373,1.7850040347585292
274,49.239076699265595,45.05638615725934,0,35.714785200038285,0.0,4.491176898587443,0.0,11.324073785316305,7.814460034421899,0.0,0.0,0.0,4.818078854152083,7.266995627560553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,31.22289674877825,27.16664832700782,0,18.448965875494746,0.9072447993494285,0.0,10.110920112443015,2.27287202603923,0.0,2.750237032454732,2.4609108498688026,0.541175289877959,0.09655660695023925,0.21629395786076772,0.0,0.0,0.0,0.0,0.434799962610653,0.0,0.21309660689856444,0.13635198967871992,0.12299624016149113
276,19.06355466791578,38.01208744712177,0,26.272256293802318,0.0,0.0,0.0,3.564028202928806,0.4419969304405744,12.88510849602621,2.6191745763278904,0.5741711064899373,4.7881212342265504,1.3996557473623497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,27.733689272597385,-15.792545356913458,0,80.55756671383928,6.398569890208824,0.0,22.841654666078565,29.11768606278009,18.09266362418163,0.0,1.3473679820852957,2.6279838676820164,0.278746425535991,6.251464085495682,0.0,0.11974195706052189,0.0,0.0,3.877917756069832,0.0,0.9337583701602841,0.6228403683266421,0.8443114385915437
278,15.44053444830265,-42.59868726151903,0,40.24807062852662,0.0,0.0,0.0,0.0,6.650638573337326,2.374014933419416,6.32773418113655,6.1558444653229545,6.421478796140379,12.318359679169996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,41.50135412982824,1.599061181678131,0,33.22463748169917,1.4970885956167104,0.0,0.0,0.0,13.47739726213037,2.962132530118071,0.38610201154840446,5.000906653889727,6.463052959572276,4.935046064440318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3437086152939782,1.1533799803227323
280,34.63395049286808,-2.5225461110596683,0,37.83504206549451,13.937216012577533,0.0,15.668746907472745,9.917701272238743,1.8509729107171682,6.860318426472696,1.3942605944319872,2.1430419541611703,0.0,0.0,0.0,0.0,0.0,2.7968140350672197,0.0,1.2331934143162704,1.2954333561585685,3.854738956034785,4.75703625100069
281,29.005936006441072,-23.823374202805347,0,57.00307261725438,5.137597655542291,0.0,4.511903487962014,1.8675400347356899,8.850074994578637,15.662663833694145,16.05861606242146,0.9551245969541045,4.155107021016856,4.942042585891472,0.0,0.0,0.0,3.0724659318068555,0.4700815505511058,0.11900091019463434,1.4292889219447436,0.0,0.046760341044950894
282,32.28431773724173,43.7702456085712,0,22.74812220793182,0.0,0.0,0.0,0.0,0.0,0.0,8.205170798266213,8.988448898048201,4.881889815761086,0.6726126958563212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,43.725679102061356,13.89476399812716,0,21.544819682377117,1.3199531837995737,0.0,0.0,1.1987382703137595,7.392900423992055,0.0,3.7237768152309494,0.27751896870176224,1.2357315467471583,7.716153657391432,0.0,0.0,0.7645068895808963,0.47549429279449834,0.07995200142417894,0.0,0.0,0.0,0.0
