
,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),-2.24766825834542,0.315216304504935,-7.13055836967416,9.99625728534882e-13,539.8951878885,614
dbh01,-0.0053958610860568,0.0117088772906332,-0.460835052936576,0.64491695089187,,
crd1,0.0216390313146897,0.00995055780323507,2.17465510402387,0.0296559716456486,,
crd2,0.00225172129105225,0.0107319889052621,0.209813978651077,0.833812862511079,,
crd3,0.0327909693318954,0.0152024887792933,2.15694744511561,0.031009759575574,,
crd4,0.0785766899837457,0.0183398105256629,4.2844875563896,1.83160859132821e-05,,
crd5,0.0536488311820748,0.018813880348315,2.8515558826162,0.00435058382854814,,
crd6,0.0817961129698597,0.0205908593043031,3.97244776242854,7.11378396718189e-05,,
crd7,0.051279266384799,0.0206618254688284,2.48183619894389,0.0130707343972874,,
crd8,0.0967883191894724,0.0239200336900974,4.04632871522843,5.20271616174437e-05,,
crd9,0.0880248937632348,0.0237537417476892,3.7057274890933,0.000210784839954071,,

,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),-2.25378695571568,0.309348314967819,-7.28559635422658,3.20250489707979e-13,536.139334888346,614
crd1,0.0219975554952315,0.00992415094629554,2.21656800811184,0.0266526257580338,,
crd3,0.032489731167007,0.0152073772028601,2.13644540630561,0.0326431263719443,,
crd4,0.077584299480521,0.0182024430899479,4.26230144476409,2.02332252264793e-05,,
crd5,0.0536427416471681,0.0188219838963984,2.85000465107362,0.00437185897876254,,
crd6,0.080230935359258,0.0201636830076811,3.97898217943096,6.92109278392381e-05,,
crd7,0.0501513599077076,0.0204051623211671,2.45777804255365,0.0139799546684155,,
crd8,0.0948382784740416,0.0233577352948761,4.0602514446187,4.90198966521658e-05,,
crd9,0.0866308239582752,0.0235286016566295,3.68193678581259,0.000231468810935208,,

,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),-1.71342302325338,0.285588908384017,-5.99961333564617,1.97787939921438e-09,563.888332209124,614
dbh01,0.0135512101546993,0.0107301564843396,1.26290890300407,0.206621920008579,,
crd,0.0442804674483672,0.0049037934548429,9.02983942046674,1.71923891843674e-19,,

,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),-1.63144675182119,0.278481891560812,-5.85835848312218,4.67464718805292e-09,563.486879600306,614
crd,0.0459124751280648,0.00476473085770642,9.6359010611914,5.63950282965387e-22,,
