num,x,y,spp,dbh01,recruit,ds,ss,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ds8,ds9,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9
221,20.0,31.87,lc,1.37,1,13.20122958164501,197.75980659795798,0.0,0.0,0.4482736773954964,6.694057141883413,0.0,0.0,0.66430010573883,0.0,5.39459865662727,137.0,10.956544082382976,0.0,5.636795511179574,14.886145140275161,8.798553403946507,0.0,14.435026115581891,6.046742344591868
