num,x,y,spp,dbh01,recruit,ds,ss,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ds8,ds9,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9
190,25.93341499,46.75386456,bp,1.31,1,7.6284726131616,306.97103779060905,0.0,0.0,0.0,0.0,1.0295274914220975,1.7208871367212453,0.0,4.025913285183048,0.8521446998352094,301.8664656976097,3.434631031608231,0.0,0.0,0.0,1.669941061391141,0.0,0.0,0.0
194,26.38270087,47.29090047,bp,1.35,1,6.741182010168963,303.333457128117,0.0,0.0,0.0,0.0,0.0,1.0828558369596122,1.695375335238294,0.0,3.9629508379710567,296.930810731821,4.513638566490243,0.0,0.0,1.8890078298057524,0.0,0.0,0.0,0.0
201,37.58664551,46.05556767,bp,1.09,1,3.367777354008842,234.24453444930396,0.0,0.0,0.0,0.0,0.5212475197746689,0.0,0.0,1.8356330156417187,1.0108968185924543,223.70323616370064,0.0,0.0,2.2420960991809147,1.4259462049866583,5.7045578622505015,0.0,1.1686981191852444,0.0
211,35.20895174,23.34408758,bp,1.35,1,18.005222137091955,201.11305638207833,0.0,1.2993599924834673,5.6301753776263785,0.0,1.1673268951406714,2.8710675394153897,2.1648767581588086,2.0263254439044665,2.8460901303627733,183.4264057176093,0.0,0.0,0.0,0.0,0.0,14.508318894070047,0.0,3.1783317703989846
218,32.17251558,17.93114137,bp,2.06,1,23.340085919917414,395.47776980641686,0.0,0.0,1.444730698877641,0.14692072664076317,1.7391397709873007,6.96607478522912,4.104982522062894,4.953252309842677,3.9849851062770143,391.85667683160455,0.0,0.0,0.0,0.0,0.0,1.3333109297433903,0.0,2.2877820450689006
230,31.99259201,17.25743239,bp,0.76,1,26.618132433901877,415.63690057150666,0.0,0.0,1.3849482100414983,0.0,6.6908768071105404,4.900571964383053,5.672926448603879,1.1901496099589906,6.778659393803918,411.4528940605266,0.0,0.0,0.0,0.0,0.0,1.2001199403920213,1.2933895792236871,1.690496991364343
246,34.05093781,9.693092728,bp,0.36,1,69.96522326808594,324.91429704743797,0.0,39.9552816597342,0.34157683312144765,22.505125019398985,0.0,2.670017181102891,2.2746864989343867,1.1498434131651576,1.0686926626288653,306.2515910236634,0.0,0.0,0.0,0.0,0.0,0.0,6.171467725988564,12.491238297785962
247,33.89485241,9.407522329,bp,2.08,1,66.29042637401871,313.6877590917125,0.0,30.152565127852654,11.21996251807578,15.882540643618313,2.454785234373646,2.6712205463571914,2.9009798107256657,0.5354425323948246,0.472929960620632,295.34952622752803,0.0,0.0,0.0,0.0,0.0,0.0,4.694268247625217,13.64396461655922
248,34.06856706,9.41808477,bp,0.96,1,66.84199745659153,186.8658187571674,0.0,36.830939170495114,1.3737420544774859,19.280840118401002,2.5819698276897145,2.564594726585114,0.6060862103196332,2.796310079787739,0.8075152688357312,168.44738112623688,0.0,0.0,0.0,0.0,0.0,0.0,4.46494720072469,13.953490430205832
252,33.81748807,9.145595847,bp,0.73,1,63.967089745636365,159.71838966658342,0.0,22.604829900961402,19.28970681609634,11.66739223920828,3.9980752587135377,1.2087983056948157,2.3418539424871243,2.0018551456113665,0.854578136863485,143.51034042342258,0.0,0.0,0.0,0.0,0.0,0.0,3.4181850142026247,12.78986422895821
261,40.79553508,5.033308552,bp,1.84,1,18.605045483038733,382.4586933019686,0.0,0.0,2.2991805389565987,0.1516101172830487,0.16913511065634387,1.3806535084611746,4.6784473992777595,4.850424398929484,5.075594409474323,377.79007647855633,0.0,0.0,0.0,0.0,0.0,0.0,0.7152398487034282,3.9533769747088163
262,40.67586355,5.066075754,bp,0.97,1,18.729180962421637,273.4726678596822,0.0,0.0,2.3280531791476085,0.15633448456976567,0.17170034118883395,1.3916471368307985,4.76240140694685,4.611923257813233,5.307121155924548,268.7532533684747,0.0,0.0,0.0,0.0,0.0,0.0,0.9368353099872421,3.782579181220213
263,40.044069,4.950192289,bp,1.26,1,19.00241400282101,192.08937646352612,0.0,0.0,2.156927615307729,0.16959555716181068,0.17355068716173935,3.895095411475623,4.008092873522072,2.579182527839121,6.0199693303529145,169.18766843281452,17.718393992510567,0.0,0.0,0.0,0.0,0.0,4.9910617765984835,0.19225226160255543
291,42.31495956,29.27998766,bp,1.24,1,31.12769950112124,397.9445629691605,0.0,0.0,6.404680534887747,5.920196054495084,0.0,3.7190739387069627,11.792561190312906,1.3622463083449832,1.9289414743735551,397.9445629691605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,42.21051793,29.30192194,bp,1.8,1,31.027286716590346,493.4717962076807,0.0,0.0,6.509964888590289,5.9314200994971955,0.0,3.6930588741093437,11.635890039060046,1.3468641056423034,1.9100887096911654,493.4717962076807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,42.29697677,29.43580215,bp,1.22,1,30.882174861753136,389.2714536957823,0.0,0.0,6.074204541074812,6.145358973221002,0.0,3.627149810724013,12.088069390167487,1.0325982262902673,1.9147939202755542,389.2714536957823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,42.36764133,29.52436601,bp,2.05,1,30.816606405156527,461.4160417373589,0.0,0.0,5.80045195142478,6.298518124387706,0.0,0.12185392036378104,15.652707393099101,1.2235687228117773,1.7195062930693843,461.4160417373589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,42.47063899,29.60368488,bp,1.0,1,30.841031231260033,360.8070054557882,0.0,0.0,5.530671707025043,6.450433663154034,0.0,1.0545792707478177,15.174978683574261,0.9119551670893807,1.7184127396694955,360.8070054557882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,42.53738267,29.97268448,bp,1.31,1,30.773271337396025,310.4545568178446,0.0,0.0,4.875192722567741,7.1595461894683154,0.1341366063429879,1.6522479260207121,14.32766456371933,0.9325354645001229,1.6919478647768178,310.4545568178446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,41.79390492,29.38129557,bp,1.56,1,30.521040840571775,386.672729723355,0.0,0.0,7.471520976129266,5.300250455827656,0.0,0.1126487584022546,6.904327086337462,10.000825582180006,0.7314679816951287,386.51589674302454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15683298033048026
308,41.81873214,29.33387222,bp,0.84,1,30.650086976281305,339.54893289513024,0.0,0.0,6.952943331649997,5.879971193329101,0.0,3.617483403582429,3.5187973518774607,9.946863116538134,0.7340285793041827,339.391408480189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575244149412567
311,41.93414513,29.73325126,bp,1.09,1,30.119758495870517,382.0370926474163,0.0,0.0,6.437373677386207,5.865083103722756,0.0,0.8002873344082418,6.921875326343314,8.145452477216923,1.9496865767930727,382.0370926474163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,41.95504438,29.61210247,bp,1.84,1,30.21697819077724,475.33601210794933,0.0,0.0,6.05390050143483,6.3217334440751705,0.0,0.11861784840035831,9.106907568009548,8.213707243787448,0.4021115850698882,475.33601210794933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,41.99452325,29.81740353,bp,1.3,1,30.11351172237134,452.27143701163965,0.0,0.0,6.20803225999159,6.034899456611646,0.0,0.8123752151072563,9.259178821939713,5.84786298527024,1.9511629834508943,452.27143701163965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,42.09512248,29.89974304,bp,0.86,1,30.185802524064922,350.09840069890487,0.0,0.0,5.340127955738695,6.8563220110408825,0.12614296731546326,0.6987675584543419,10.054417408998185,5.262954799949515,1.8470698225678381,350.09840069890487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,42.03321526,29.84907257,bp,1.23,1,30.133487861834094,770.4834609125218,0.0,0.0,5.481694840390671,6.740100098477812,0.0,0.8171743958153096,9.695943283192303,5.555732709850568,1.8428425341074295,770.4834609125218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,42.25559181,29.92438257,bp,0.87,1,30.38812746666313,304.3806620022872,0.0,0.0,5.174845710642651,6.967198756537819,0.12896044418356487,0.7007435506762386,14.713055661021015,1.0280294925507316,1.6752938510511068,304.3806620022872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,49.26633127,42.28511054,bp,1.63,1,5.42544291684135,246.77546955235118,0.0,0.0,0.0,0.0,2.1025881525983348,2.554409623618037,0.0,0.17906497290832496,0.5893801677166532,241.51401781750843,0.0,0.0,1.6667537435638058,0.0,0.0,0.0,0.0,3.5946979912789407
351,49.23761531,42.69421038,bp,1.05,1,5.6659655265216635,148.57455969915705,0.0,0.0,0.0,0.0,4.877101112198794,0.0,0.0,0.19423250037976336,0.594631913943106,139.38263613691234,3.613233371175725,1.7672446413924259,0.0,0.0,0.0,0.0,0.0,3.811445549676547
356,41.55964686,45.41861041,bp,1.51,1,4.924125862885617,244.7009026858068,1.2352866884988891,0.0,0.0,2.2456101114542695,1.2703052137007618,0.0,0.0,0.17292384923169712,0.0,222.36553764621505,0.0,0.0,6.845982103566268,10.586663367978238,0.0,0.0,0.5902837064544195,4.312435861592843
360,41.347857,45.66180373,bp,1.22,1,4.590616018561505,208.95803612051873,0.8168144656754948,0.0,0.0,0.3186042463695493,3.284884372447764,0.0,0.0,0.17031293406869707,0.0,185.89685678780643,0.0,0.0,14.93915446950566,3.3605536678595174,0.0,0.0,0.0,4.761471195347134
367,41.95643067,49.38459336,bp,1.88,1,6.025940866889563,383.0198376350322,0.0,1.0485704025140787,0.0,0.0,3.046079301169893,1.9312911632055914,0.0,0.0,0.0,361.0817693589891,0.0,0.0,6.387840390524269,0.0,10.816814240640733,3.9826070391359196,0.0,0.7508066057421603
368,41.89615681,49.15972847,bp,0.49,1,5.989095065171894,187.61892312716728,0.0,1.03275429327489,0.0,0.0,3.0391438888035185,1.9171968830934862,0.0,0.0,0.0,165.43322896563092,0.0,0.0,6.548699355121903,0.0,14.898359333754884,0.0,0.0,0.7386354726595932
416,21.46494397,-9.255555249,bp,0.43,1,2.5864509242737643,161.43424758378214,0.0,0.0,0.0,0.0,0.0,0.0,2.0628344922119726,0.5236164320617916,0.0,143.10248023634637,0.0,0.0,0.0,2.6660320347649145,0.7094357865560279,9.104708000811588,4.037777716965378,1.8138138083378756
417,21.48763645,-9.191732752,bp,0.5,1,2.585580789820191,158.88097025894953,0.0,0.0,0.0,0.0,0.0,0.0,2.0664092576670483,0.5191715321531423,0.0,140.62154460593524,0.0,0.0,0.0,2.646068617261208,0.7034972331657123,8.179442411410978,6.194902831088227,0.5355145600881528
434,36.14043415,-1.98041451,bp,1.13,1,14.39182529835182,196.20696322728742,0.0,0.0,2.9652238853272124,0.0,2.389128059405435,0.0,3.3640485229600565,0.3119948424283588,5.361429988230759,171.64835773811603,0.0,4.155487075975442,3.7868229398343463,4.283246539861848,4.240759992599671,0.0,0.15840390257214734,7.933885038327969
436,36.37628038,-1.936858173,bp,1.18,1,12.326915481696783,216.4092892541815,0.0,0.0,3.264293293952786,0.0,2.3335090842909842,0.0,1.844226465822484,1.760944973795125,3.123941663835405,192.40195623864633,0.0,3.8563176755704855,2.115251344080021,5.727529417386672,4.141563298342298,0.0,0.16147989796973822,8.00519138218592
437,36.35769229,-1.857519139,bp,1.22,1,14.420829061631414,228.42921017903183,0.0,0.0,3.2182187114523373,0.0,2.2967159592276287,0.0,1.8359199803820871,2.6086158089327394,4.461358601636622,204.481581268439,0.0,3.8745559356777886,2.0739273941359166,5.695386501754746,4.094346102498716,0.0,0.1627544219540494,8.046658554571627
438,36.44344169,-2.049214316,bp,1.99,1,12.48263074832312,265.12570338675124,0.0,0.0,3.387473299593436,0.0,2.3806048305011824,0.0,1.8515766125686612,1.7647769635896302,3.0981990420702092,241.11424385110485,0.0,3.7814355035943694,2.197704116817034,5.720887047332122,4.196782513774547,0.0,0.16007670051445483,7.954573653613853
440,38.84947873,-3.968756281,bp,1.73,1,10.347759784324465,236.23539961780656,0.0,4.348076968814325,0.0,0.0,2.8725022087601357,1.3632532354981863,0.0,1.763927371251818,0.0,215.4561419625796,0.6142564157302612,0.0,3.8874229457328218,0.0,5.769365898211437,3.9331182155383964,6.081154908545126,0.4939392714688926
441,38.88785697,-4.114149349,bp,1.68,1,10.064179503253184,258.0109069694604,0.0,3.9948246249976602,0.0,0.0,2.9097663900717654,1.385028641740941,0.0,1.7745598464428185,0.0,237.46995339604084,0.5687791501236724,0.0,3.748362535243716,0.0,5.776022108634887,4.099072508484395,5.994123145237296,0.35459412569557597
442,38.88133355,-4.135745113,bp,0.69,1,10.04076306430222,196.76054045842,0.0,3.951171134454838,0.0,0.0,2.9210701602207934,1.3901237202701242,0.0,1.7783980493564655,0.0,176.21218316771564,0.5623273843589226,0.0,3.738413743222111,0.0,5.787742813357235,4.103310773411793,6.002352822094419,0.35420975425986295
444,38.97726947,-4.016779943,bp,0.26,1,10.715632610683317,138.11376310428878,0.0,4.174306907456615,0.0,0.0,2.8321831030524995,1.3538358636361068,0.0,0.8796119153307356,1.4756948212073584,117.01464441023181,0.6004877076259542,0.0,3.740242185176708,0.0,5.671555820446684,4.0432348806834115,5.989825011928305,1.0537730881958844
446,39.01488078,-2.201978448,bp,1.09,1,22.12362343878963,141.05117894784289,17.28230038998117,0.0,0.0,0.0,0.0,1.8565437518046202,0.3577415607468783,1.0738154669262219,1.5532222693307376,109.0,3.770876016072422,4.66585919692356,0.0,0.0,1.7335632364434046,5.133842545559745,9.751022468625658,6.9960154842180975
447,43.41154629,-9.422980136,bp,1.33,1,5.141340274207748,303.70583109127944,0.0,0.0,0.0,0.0,0.8824750466715694,0.0,0.0,0.3522678339357612,3.9065973936004172,288.6871929666819,0.0,0.0,0.0,2.3479927053579845,0.0,1.928128680362007,3.5313094194631263,7.211207319414433
448,43.59888554,-9.391294074,bp,0.95,1,3.680292157824959,260.50013764651413,0.0,0.0,0.0,0.0,0.8505318571192922,0.0,0.0,0.061933076563102735,2.767827224142564,245.03088656702883,0.0,0.0,0.0,2.443721220012773,0.755988488789662,0.8398267716035832,5.17692286522239,6.252791733856917
449,43.51117674,-9.412430523,bp,1.22,1,5.145158411135907,307.81065069402075,0.0,0.0,0.0,0.0,0.865428107894727,0.0,0.0,0.06191185564261644,4.217818447598564,292.4887644632799,0.0,0.0,0.0,2.398693670615474,0.7452577471334008,0.8255947910669045,4.030443554029889,7.32189646789517
462,47.83845978,-2.650310151,bp,0.22,1,7.594659042267473,265.750149524285,0.0,0.0,2.5381724582698255,0.0,0.5244543754971221,0.7658187272235223,0.0,3.766213481277003,0.0,249.92800934331137,4.142945412035469,0.0,0.0,0.0,0.0,0.0,3.4589231315312263,8.220271637406956
470,48.49927454,-2.983860437,bp,1.34,1,7.626559672818413,289.34957908209367,0.0,0.0,2.4918034162006473,0.0,0.0,1.342706325526447,0.0,3.7920499310913183,0.0,274.14838369042985,3.173826771675716,0.0,0.0,0.0,0.0,0.0,3.590986412238031,8.436382207750112
503,49.43994249,-10.03295175,bp,1.8,1,0.0,271.34910266207265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.70671568155248,9.516596087629269,0.0,0.0,0.0,11.863296228604261,11.567449005691511,11.695045658595099,0.0
506,48.94773664,-16.31193386,bp,1.15,1,6.716858220827919,223.73008935174246,0.0,0.0,0.0,0.0,0.0,0.319193020070912,0.0,0.14925440656497846,6.248410794192028,201.39874704009026,0.0,0.0,0.0,0.0,0.0,4.317834011754877,9.6055348139785,8.407973485918834
528,30.24135332,-13.00215172,bp,0.61,1,28.74930230696475,260.17747745152275,0.0,11.710223505025347,0.0,5.923763998017728,4.621303726990316,1.2739541194700028,2.1838358007571386,0.7340196231661729,2.30220153353805,229.900052515491,0.0,8.022544728244203,12.366903168016742,0.0,0.15019679811076206,5.94225574702664,1.3823837255815254,2.4131407690518754
530,30.07259681,-12.99725973,bp,0.28,1,27.453947997551815,302.08447102439175,0.0,10.385606908020842,0.0,6.029874966183557,4.6168250244706055,1.2638159091516634,2.1440126370354577,0.734137641672404,2.2796749110172856,270.3316645199599,0.0,15.556205913267132,6.000445847427719,0.0,1.0230642881036276,3.1706658232090685,3.2793636392705046,2.723060993153795
531,30.27203164,-12.78945004,bp,1.3,1,28.1680659558479,297.0132901905912,0.0,11.230351194967684,0.0,0.0,10.387617569019472,1.316892399292259,2.073102903531725,0.8482731106285694,2.3118287784081906,266.49779438026115,0.0,7.530114235412971,12.453613118208873,0.0,0.0,7.4355270313796895,0.0,3.0962414253285275
538,29.89325028,-12.95542044,bp,0.86,1,26.00908784506088,295.7515172995762,0.0,9.207590494439941,0.0,6.08119862045108,4.638945379203793,1.2588428228206012,2.194067728334277,0.6427979617574537,1.9856448380537346,261.603458144282,0.0,19.984667350119075,2.92313732567688,0.0,1.027386885183962,3.182998882220411,3.2481731281581423,3.7816955839357673
539,29.81535435,-13.11375866,bp,1.25,1,26.759174847767152,283.7137641162305,0.0,8.983702209966655,0.0,6.374745198368109,4.533913774800934,0.08680327959234604,2.106794880634824,1.855926564538034,2.817288939866253,248.7077320047195,0.0,22.814154460133295,0.9315375922433619,0.0,1.0585569866793414,3.2748376357672324,3.171519869075139,3.755425567612594
540,27.57388676,-13.02915989,bp,1.51,1,18.918024081612998,315.03294578935026,0.0,0.0,0.08516962976944825,13.219163332753107,0.0,0.44213324276304045,1.7476075937027071,1.0497278120467641,2.3742224705779353,284.4378769648131,0.0,17.685920306137614,0.0,0.0,4.533354228868078,2.6751347758376425,1.2926680134475417,4.407991500246308
542,27.29646972,-13.07330742,bp,1.84,1,17.453856478716325,421.17029650928873,0.0,0.0,0.09217849777252647,9.282833119167188,3.5813513824263064,0.6135832577901015,1.5446051709235635,1.0205078125585982,1.3187972380780402,393.33743108659877,0.0,9.73361082032112,6.209334451301543,0.0,4.554800271824601,4.09489714725534,0.0,3.240222731987372
543,27.25871825,-13.12955896,bp,1.02,1,17.207379948074472,361.95466155507825,0.0,0.0,0.09499757444187039,9.311393484766466,3.9438904684888048,0.22959264113229122,1.5344943273801372,1.950265564794429,0.14274588707047153,335.3525158486308,0.0,9.157088831874292,6.572143070921182,0.0,4.597172834071029,4.0950605048274005,0.0,2.1806804647535047
544,27.20045019,-13.14387097,bp,0.84,1,17.12607769002153,333.8367805278272,0.0,0.0,0.09680172473597107,9.285654760460414,3.9007477720455315,0.23083249582982435,1.523136940217682,1.9468939058255907,0.14201009090651456,307.9777280203104,0.0,7.936925778535177,7.475998349073222,0.0,4.604089356200873,4.120310335519191,0.0,1.7217286881883636
