num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,crd,kabudachi,growth
106,17.0620223,15.73914985,pt,1.7,2.35,2.8,0.0,4.889802564992141,0.0,3.016184754647505,0.0,2.22740121870534,8.627079801479713,7.374263185410719,6.162994991374328,32.29772651660974,0.0,0.2166666666666667
107,18.06974471,14.41805618,pt,0.61,0.85,2.0,0.0,10.825586731271734,1.0562314559566834,0.0,5.882958140543111,10.000426328742801,8.452970753448108,3.6274345283839695,1.4904167267132398,41.336024665059654,0.0,0.08
117,27.83420218,1.017485213,pt,19.576058,19.8625369,10.5,0.0,18.177534590681265,3.044501602611336,0.562932449693202,2.343359652473343,4.583750016109879,3.3774731920134675,8.133599741580575,2.331651471633542,42.55480271679661,0.0,0.09549296666666625
120,26.52855826,4.760706567,pt,0.85,1.27,2.2,0.0,0.0,0.545052458061275,16.249539228626613,3.9494697728599752,4.840312884805577,7.4995160283758695,6.114526226883065,9.838112962791746,49.03652956240412,0.0,0.14
121,23.97564944,3.162374354,pt,10.3450713,10.53605723,9.9,0.0,7.628269826808578,0.0,7.8670099647211185,4.434357496567278,0.26309407644225963,2.466004567479019,6.0042177962622185,10.299857896212771,38.96281162449324,0.0,0.06366197666666669
122,22.47951462,3.634832496,pt,11.96845172,12.25493062,10.5,0.0,6.5935842914503064,0.0,0.0,5.482087843829483,3.624666849502593,2.751749604571945,10.180013887665615,4.821578657639251,33.45368113465919,0.0,0.09549296666666685
128,31.28578707,8.199604269,pt,11.17267701,12.09577567,11.0,20.466581886632977,6.121761208165401,12.52022156583671,11.382546026923725,12.636909611053756,2.208039057505034,2.5506946653010303,9.043285979592984,7.123897257380089,84.0539372583917,0.0,0.3076995533333336
132,27.06222387,8.97448572,pt,4.679155327,4.901972247,6.0,0.0,0.7279470662865273,0.8110077316467325,17.07640427112382,6.176309882224115,7.255128453538314,20.445287206527432,7.310808055070214,10.53381165391183,70.33670432032898,0.0,0.07427230666666655
159,26.9097031,14.48649381,pt,2.12,3.023943919,3.5,0.0,6.406302669248089,7.530527795548804,13.244084043006469,8.060825224320132,17.40411109386907,10.538752198589462,8.560735895581487,5.628350727952726,77.37368964811623,0.0,0.30131463966666666
160,27.9193464,12.97397212,pt,11.65014183,12.50957853,11.5,0.0,2.5413060294741756,0.0,5.674982059390185,16.191651979936427,18.10570902135989,23.925082903323425,5.051836922662525,5.519583324528984,77.01015224067561,0.0,0.2864788999999999
