
,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.100234367128282,0.0546433975780368,1.8343362889384,0.0725579205993034,-59.04929808791,61
dbh01,0.00210112946985012,0.00471081737015994,0.446022272729027,0.657506717126628,,
crd1,-9.2019293611299e-05,0.000790755495499154,-0.11636883225606,0.907826383784903,,
crd2,0.00101105905853662,0.00255450485378476,0.395794534130022,0.693940472376776,,
crd3,-0.00157756289015857,0.00354054090386737,-0.445571152259638,0.657830408201072,,
crd4,0.00284979002918375,0.0029569744472743,0.963751997184369,0.339808446570624,,
crd5,0.00165116895770495,0.00305731051461588,0.540072377277781,0.591544631153983,,
crd6,0.000811773225088853,0.00317966558605784,0.255301446997541,0.799537568766428,,
crd7,0.000274792174413415,0.00328166153621262,0.0837356843114763,0.933600944081684,,
crd8,-0.00442368515619801,0.00444593240203618,-0.994996044962811,0.324529249868535,,
crd9,0.00558482251817833,0.00384855725989063,1.4511470509697,0.152984436657252,,

,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.120773523078819,0.0279252494634772,4.32488609409832,5.96626119820287e-05,-72.935378047102,61
crd9,0.0051861176828343,0.00317921507882898,1.6312572613818,0.10816315234653,,

,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.118664509231769,0.033833712950653,3.50728604350467,0.000881280123514899,-70.0585196450054,61
dbh01,0.00280585975763225,0.00394806909390044,0.71069165480593,0.480123503959275,,
crd,0.000457225609917248,0.000402830540120475,1.13503213976901,0.261030786663847,,

,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.157530991901639,0.0167214156050009,9.42091241692038,1.94577443517801e-13,-72.2444118171939,61
