num,x,y,spp,dbh01,recruit,ds,ss,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ds8,ds9,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9
141,18.1457306,43.50333192,pt,0.4,1,114.11809309450733,41.83893916382505,18.230663374392744,7.498173791015687,19.645660295968273,0.0,3.619375913752825,32.90910080305362,5.547309217208115,10.581137460016677,16.086672239099403,40.0,0.0,0.2042176184534865,0.0,1.6347215453715718,0.0,0.0,0.0,0.0
153,20.62660794,44.55147463,pt,0.55,1,137.0952241379436,57.17885200064829,28.03583367155263,7.687471307872838,8.153039062352377,14.710856815382638,10.97862473093138,16.475489862837236,10.590334072623396,23.084286897815716,17.379287716575412,55.0,0.0,0.14852190432980836,2.030330096318481,0.0,0.0,0.0,0.0,0.0
