num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,crd,kabudachi,death
90,9.396010703,23.09637074,lc,18.11183252,18.30281846,17.7,0.0,0.0,21.811298502712688,11.95964808624923,8.4228416359235,15.236139279143005,0.3231702426117576,8.314436354123938,15.872389805765943,81.93992390653007,0.0,1
91,9.073030784,25.4841581,lc,28.45690382,29.06169261,20.9,0.0,8.545112818619407,11.681892517772297,13.243182409991672,4.832986069418141,7.63067540670046,11.940888074610461,17.21650429163951,2.5950053345648763,77.68624692331683,0.0,1
92,5.714776701,25.54699413,lc,17.02957891,17.18873385,13.8,0.0,0.0,12.048993240227286,21.809997560804604,19.533950094592626,4.260282556514257,4.59751298359727,14.295106317288509,3.266317842769525,79.81216059579408,0.0,1
93,8.171439206,27.28904714,lc,8.403380995,8.912676813,7.6,0.0,0.0,21.464213022309988,12.0120298817299,15.264658129188195,11.146401366077882,4.034392653558135,9.581721745241095,12.961728492070948,86.46514529017614,0.0,1
94,2.896551739,29.27845804,lc,16.87042397,17.28422682,15.7,0.0,36.69226414262852,0.0,0.0,11.531827084308837,22.258808953639335,12.875025894698865,20.092904813547452,4.264051197970734,107.71488208679374,0.0,1
95,4.233246224,28.7531837,lc,16.99774792,17.18873385,12.5,49.26478246738007,19.80487061226225,0.0,4.8215965915706525,9.48095297512009,18.569949793906638,16.345665182703062,9.062070112253481,9.255369263118151,136.6052569983144,0.0,1
96,4.065420436,29.18706372,lc,22.91831181,23.65042454,17.0,48.08656936882653,14.38920264562268,0.0,4.261327255703174,10.087718781548869,6.930923734444154,32.31883554353881,6.781482946082225,11.34205894304483,134.19811921881126,0.0,1
98,14.6681931,21.50858827,lc,26.2923966,27.1200023,19.8,0.0,6.596759680470468,6.1105819723588155,17.83652762369773,6.296460226726323,15.034282020874299,10.101832319176673,10.15666144344462,14.816987230473861,86.95009251722279,0.0,1
99,19.91240985,23.70939343,lc,16.93408594,17.60253671,13.0,0.0,35.527091549324126,0.0,13.313121735422442,4.5862761211147,8.3679717045161,12.593677815188025,7.465692136251233,5.296910526636938,87.15074158845357,0.0,1
100,19.20041931,24.53719078,lc,32.81774927,33.48620003,18.7,14.116776560541524,15.509258300170329,0.0,5.836825997932455,10.274874464085936,8.484836110931669,9.631365595955543,10.092942971368448,8.276313519092362,82.22319352007827,0.0,1
101,18.63352419,24.9144656,lc,9.612958563,9.549296586,5.1,48.19336634276354,9.636978109155116,6.48499674282915,0.0,0.0,20.451305693063045,9.681057708389808,7.478996804783781,11.887044067054422,113.81374546803885,0.0,1
103,10.14612495,26.65318846,lc,13.56000115,13.94197301,12.8,0.0,17.932701547779853,4.050727763738811,10.704906078909719,9.153861373644615,0.0,23.57643268769999,6.976965212760723,8.736453392689697,81.1320480572234,0.0,1
105,19.17327653,27.81461727,lc,19.13042416,19.41690306,16.3,0.0,0.0,3.258683887435906,14.54535598171715,10.808979696887018,3.3422683599014906,12.184327259308805,13.262090381260029,4.391793116169429,61.793498682679825,0.0,1
106,12.0438557,32.41003192,lc,21.29493139,21.04028348,0.0,0.0,0.0,0.0,6.7028378106086235,13.128034558347885,5.320630017261127,11.238322027312192,8.196647887427606,10.14428620550943,54.73075850646687,0.0,1
107,16.15115611,31.16227301,lc,22.05887511,22.34535401,15.7,0.0,0.5595178332938033,6.16963734708888,0.3500817612778087,13.842501694294334,6.523283278952755,4.8528875820075985,12.057823897403741,4.9717244747477345,49.32745786906666,0.0,1
109,19.53532289,33.56511114,lc,19.25774811,19.8625369,16.1,0.0,0.779450707690489,0.33853288209531224,4.99872479602059,15.144096583864819,9.555635619128967,10.098604721443333,9.806303614488257,5.548560668644369,56.26990959337614,0.0,1
110,16.14147797,33.92763902,lc,17.0614099,17.02957891,15.9,0.0,0.0,7.976788583774973,11.413848500836181,6.2000533568027745,2.403731734185434,2.803588100077761,14.917618610398018,7.747237414109966,53.462866300185105,0.0,1
111,12.69883956,35.81415213,lc,21.48591732,22.21803006,17.0,0.0,0.0,0.0,14.227828488087885,7.749745319272323,9.033446191412379,6.8758081539196105,9.569116157589576,9.186501061401792,56.64244537168357,0.0,1
113,14.28260677,38.70340619,lc,12.3185926,12.5732405,12.7,0.0,0.0,9.401274105725992,12.526039317121022,5.832145103527834,3.329199506652694,19.413850627995178,20.658662909145793,5.426030499279614,76.58720206944813,0.0,1
115,4.492425171,29.836539,lc,8.97633879,8.97633879,2.1,29.485589074317804,25.238022841041165,0.0,7.8686371712850285,6.518326315769594,5.051339594301608,25.54952109329693,21.70196015473197,3.208252149463057,124.62164839420717,0.0,1
117,8.507447917,34.59360297,lc,14.73774773,15.21521256,12.0,2.8157165242845976,0.0,18.787630327430055,0.9125032290707283,10.781933278116377,5.218664635452394,8.836769309759166,12.903936464342967,11.796518818720894,72.05367258717718,0.0,1
118,6.714235368,32.67980424,lc,28.39324185,29.18901656,18.9,0.0,0.0,6.474269881207928,3.068748807964295,15.110063596689221,15.225579425213766,10.660756760201197,7.159805664461376,4.0208083671095025,61.72003250284728,0.0,1
119,0.586892481,34.6522475,lc,16.4884521,16.774931,11.2,0.0,0.0,18.13928666590845,16.341561973583016,0.0,7.072116243313312,22.40508866807391,10.346010627259652,6.11972009678091,80.42378427491924,0.0,1
122,3.282580588,36.78813498,lc,17.47521275,18.11183252,12.3,36.96184118557997,0.7296343475457571,1.5288798311820504,5.334860818561372,7.774146488374512,15.811833242332069,10.143738584848737,13.704288192044286,7.778232852572247,99.767455543041,0.0,1
127,8.069155688,36.91550723,lc,18.81211427,18.58929735,17.1,0.0,0.0,7.695830061644905,1.0412953959988576,19.436395607870693,4.9310974362173825,8.400271044235739,14.043414809318904,14.484469909520868,70.03277426480736,0.0,1
128,1.349875149,42.68060882,lc,23.84141048,24.09605838,17.5,0.0,0.0,0.0,3.7364710388654343,0.0,8.115399145426364,20.228880053344188,11.794185905744046,18.864176098505897,62.73911224188592,0.0,1
129,4.6753862,40.96560933,lc,8.75352187,8.75352187,7.3,0.0,0.0,0.0,17.44918636192644,11.418942672613055,14.892148968457109,3.6778040556682248,12.881498863654503,12.733486925686764,73.0530678480061,0.0,1
130,7.907537245,41.07404622,lc,16.52028309,16.71126902,14.9,0.0,9.218453341187985,0.0,12.901965799676859,10.89022133130374,18.02138203733359,12.172638792612204,7.648696859261148,9.895759300630887,80.74911746200641,0.0,1
131,7.959370005,43.03119063,lc,18.04817055,18.33464944,17.6,0.0,26.488796947898265,0.0,19.322509245514162,5.59432406324007,7.3791042251684935,13.080162217254815,9.212942383329628,13.332846454030989,94.41068553643642,0.0,1
132,9.532843537,44.08225354,lc,18.27098747,18.36648043,17.5,83.7411416265819,9.538018966282266,15.913158047211661,21.66734463701612,0.0,15.056657202926802,3.411591870756401,12.37080416302281,10.683132038801872,172.38184855259982,0.0,1
133,9.683284823,43.95640683,lc,16.42479013,16.39295914,0.0,93.1539056068763,9.224704846200664,16.047236357248963,15.176278320689907,10.95743370536566,10.266535648342359,5.412224297206444,10.17029687103258,10.608372802041734,181.01698845500462,0.0,1
134,5.900306326,45.30026509,lc,24.66901618,25.33746694,16.9,0.0,0.0,7.711539913330882,17.524735024303112,13.601151807972514,5.509870443952733,6.444854217623159,8.589095055250485,14.958349033738598,74.33959549617148,0.0,1
135,7.805854709,46.66618812,lc,18.08000154,18.71662131,14.8,0.0,0.0,26.576334852288834,17.403492785925703,0.0,14.819432886296347,10.681494430893231,8.0925529496875,14.70843899013851,92.28174689523013,0.0,1
136,10.05707215,46.34990039,lc,15.88366332,16.07464925,15.9,0.0,0.0,31.592071780427155,8.671068761711634,18.09015454353586,13.789377605579137,16.898949129986818,1.737383798475327,2.2714449346893844,93.0504505544053,0.0,1
137,6.208021887,48.63816788,lc,23.01380477,23.07746675,15.5,0.0,0.0,10.414568979531147,11.731888857700403,5.932812588284844,15.749022373317606,3.5948309821643125,29.135436449865693,0.0,76.558560230864,0.0,1
138,13.70887618,41.14929314,lc,23.61859355,24.03239641,17.6,0.0,12.13984681808507,11.641725626494964,7.0736746095723495,8.887186052717096,15.77143065323721,7.160347122896926,8.083847427396925,21.351134788311406,92.10919309871196,0.0,1
139,18.60910823,40.86199132,lc,7.925916166,8.116902098,7.7,0.0,0.0,6.807759961146316,25.45432530898077,12.950800260305229,3.1039813727741956,7.005870334490011,16.86697882805864,6.621786192774908,78.81150225853007,0.0,1
140,18.90262923,43.76136958,lc,14.57859279,14.92873366,14.4,0.5002036516692567,0.290021765490993,20.397245235706865,6.11652197843067,23.67697569520824,10.872237975665737,12.09078872232455,13.37580078522823,9.631812208524348,96.9516080182489,0.0,1
142,15.88260708,42.96813533,lc,19.09859317,19.41690306,18.0,0.0,0.0,21.513873113003168,18.120533983861552,3.6626248908292323,7.9472240047448555,20.99934193621523,10.874148368392774,8.611140494807508,91.72888679185431,0.0,1
143,13.08933263,42.48341395,lc,17.85718461,17.8890156,17.5,0.0,16.056624491357155,18.46532295061633,12.21944170458999,9.886833451732153,13.360960176819091,5.899116173418561,13.842727755369726,3.7847168803030886,93.51574358420609,0.0,1
144,12.36304395,44.589874,lc,26.13324166,26.13324166,18.7,0.0,0.0,25.80891025971792,19.316054161426795,7.016629827941279,11.476860245485064,13.982876769455391,7.596401937863723,11.74718230409192,96.94491550598208,0.0,1
145,16.82794799,44.84502362,lc,14.10112796,13.71915609,13.6,0.0,0.21269713493233738,22.020812247431838,2.0588171166683336,26.62647599833788,11.702970044005948,17.846677267333963,9.312940320446598,5.569516943018725,95.35090707217563,0.0,1
146,15.11500565,46.22272533,lc,14.73774773,14.96056465,13.6,0.0,0.0,6.414752422034665,30.713623308730398,11.192653982020945,18.3014992073413,12.104691389347108,9.581412180192173,9.858057664838482,98.16669015450508,0.0,1
147,12.66017195,48.01464918,lc,11.65014183,11.87295875,10.5,0.0,0.0,13.150582757508811,33.44663934043296,0.0,31.72060258468433,17.844010717061142,9.179886783190595,3.5253701938739908,108.86709237675183,0.0,1
148,14.1137735,49.52125425,lc,21.99521314,21.83605819,16.6,0.0,0.0,28.582583552461013,7.863743881724701,0.0,22.785721721947617,10.363522198964265,23.607568446512143,20.190115275675428,113.39325507728516,0.0,1
149,16.12435543,49.54284193,lc,21.07211447,21.19943842,17.4,0.0,0.0,19.584779253640107,17.270029461343064,5.575804521190554,0.0,29.84112046392839,14.986111511153497,25.307376511415345,112.56522172267096,0.0,1
151,20.91171249,43.7459218,lc,13.56000115,13.71915609,11.2,89.3034521802322,0.0,19.56202212271326,16.373434123156567,8.413910989109217,12.415439051843322,10.332470292515529,21.60110704988372,17.799599402910935,195.80143521236474,0.0,1
152,21.0184423,43.79395851,lc,10.37690229,10.28140932,10.5,116.50096730167722,0.0,19.637391835779717,16.410500920223434,8.318608351130448,12.502073716399277,12.954107939510529,19.406283505822177,17.399812508956334,223.12974607949914,0.0,1
154,23.27794539,42.60731315,lc,11.10901503,11.23633898,9.3,0.0,0.0,19.995906722584714,24.608669949622296,15.735326645591483,5.663631469560821,16.24091354623598,12.316450785603207,11.37010754848538,105.93100666768389,0.0,1
155,27.4513272,40.60717951,lc,10.98169107,11.42732491,10.0,0.0,8.454354358997419,18.26429887402735,2.4478063017681198,22.440116976143763,17.61959312400128,5.784319455066365,12.110636171896068,15.46594868254739,102.58707394444777,0.0,1
156,27.02693625,43.4443275,lc,23.65042454,23.39577663,16.0,0.0,0.0,17.462505583223038,27.944270698138528,3.6908910682891274,8.549925504693888,36.784653267838145,8.786105630397733,7.54645341125554,110.764805163836,0.0,1
157,23.69876583,44.74832053,lc,23.4912696,23.84141048,17.7,0.0,0.0,24.07059089249863,14.517959893029442,20.325004893471647,25.183619053540852,7.066588761813847,1.556110988722955,13.807362332982006,106.52723681605937,0.0,1
158,21.85134654,47.13360685,lc,23.30028367,23.26845268,15.7,0.0,0.0,15.042637479073843,18.113054044309514,19.358135578812078,17.349639378213375,17.96053952054703,22.93154250671149,9.767390448829806,120.52293895649714,0.0,1
159,23.89520353,48.75102052,lc,17.82535363,18.04817055,15.4,0.0,13.570935975734093,34.47841401971344,18.109697142572767,24.3947767072824,7.402464527725235,19.587216149074784,11.800682151733215,8.638541282733353,137.98272795656928,0.0,1
160,24.4896987,47.64022117,lc,14.13295895,14.35577587,13.3,0.0,14.148444218404057,51.77789421686017,6.244982192165561,18.94570293024339,16.150678865495436,3.4667543101362033,8.234874968336255,27.990094146745896,146.95942584838699,0.0,1
161,25.98076994,46.28469488,lc,16.61577606,16.29746617,17.0,0.0,23.157744988015324,22.762259653242328,27.65627971290974,14.544902631216555,8.461108627248132,11.398271494730356,15.554198439360073,8.453281364087951,131.98804691081045,0.0,1
162,27.52820659,46.0872931,lc,15.69267739,15.78817035,14.6,0.0,40.51163844199523,14.809208075683426,14.498836565876507,15.139859613808857,25.564801801305812,6.050801365317414,16.802742732906292,21.830253513423937,155.20814211031745,0.0,1
163,28.85129028,45.35825214,lc,20.62648062,20.53098766,16.5,20.384866478746375,10.388057796501263,17.232587565803364,5.508626058982805,24.376783768817955,12.291041170247716,24.162616240413758,19.442882157975653,14.449491418509798,148.2369526559987,0.0,1
164,29.46541219,45.26291895,lc,12.66873347,12.73239545,11.1,33.18943084254102,0.0,7.453832301182602,28.34579885395705,9.776364847445882,18.27189100266344,31.987017065697515,15.154530191167364,5.636440802675604,149.81530590733047,0.0,1
165,27.21108348,47.3806534,lc,21.58141028,21.58141028,17.9,0.0,21.868643820942356,34.93550820915324,19.543519852182712,11.424361836360138,16.29781964149315,9.018641029829366,15.059545928038283,9.216462470421503,137.36450278842074,0.0,1
166,26.00865858,49.09252955,lc,20.24450876,20.59464964,18.7,13.304524076308416,0.0,61.401578836051286,7.986128789733558,25.218853772982918,16.174103199028554,6.091479026381921,17.13462909613672,8.069007035493712,155.38030383211708,0.0,1
167,26.2423312,49.99711584,lc,12.22309963,12.89155039,10.6,43.17856944237389,0.0,53.8869876586016,8.924633354539152,7.622382612524032,33.98998718247812,11.842250559860112,13.74591409464134,8.192184116408669,181.3829090214269,0.0,1
168,28.32858535,49.77817841,lc,16.17014222,16.67943804,14.6,0.0,0.0,42.314878359905705,15.62481837596658,42.396348485354515,7.502622788581758,27.326277524177478,17.656411744481556,2.491725345790179,155.31308262425776,0.0,1
169,36.64728811,41.99428201,lc,22.95014279,22.85464983,18.5,0.0,7.354977941160555,12.832761308612971,7.329599156839238,14.164346325646758,16.484117052591454,16.64635936512446,6.8197439632466565,11.50780745037254,93.13971256359461,0.0,1
170,38.20445189,42.25988256,lc,11.61831085,11.93662073,11.1,42.99141804515439,14.528600254049405,6.227790052155929,4.794958738687693,19.906139715952577,1.8951159825344923,20.852141790113905,10.447149241071624,8.501465931586688,130.14477975130671,0.0,1
171,38.84856628,42.12435281,lc,28.29774888,28.32957987,20.5,17.651144649316112,7.986733063260187,15.458728185357892,1.7523173662199882,19.88050456863347,1.939431210588548,8.28649740057235,24.66256928876646,3.1519856691877317,100.76991140190275,0.0,1
172,39.91147855,40.606212,lc,14.80140971,15.11971959,13.4,0.0,15.269259551881557,17.773826569895697,17.232049248682006,8.392278712096942,6.557910757357826,1.2179725066334575,9.48222093766602,15.421449205051193,91.34696748926469,0.0,1
196,32.73457502,48.88887504,lc,15.40619849,15.59718442,15.9,0.8231346862699807,15.204163498165407,57.7837804861806,4.149363627201011,10.68711747387402,24.070325231898142,8.769741575628444,20.20859656821104,13.486844844810951,155.1830679922396,0.0,1
198,35.08632801,47.40065317,lc,19.03493119,19.22591713,17.7,45.40237424899973,21.61684811067117,19.843349372144075,4.418026783966068,11.433169645364577,7.889541497781446,23.053173550601194,12.236512503026958,13.637603484593138,159.53059919714835,0.0,1
199,35.21219557,48.02607734,lc,22.02704412,22.18619907,17.0,89.54784118786813,8.028018877393926,15.448817142303971,19.37113867198262,4.104651625415527,2.820058165914502,29.541708418551245,7.279138085431315,14.50945056455137,190.65082273941263,0.0,1
200,34.83402169,48.30568085,lc,10.21774735,10.40873328,9.5,91.00568399192517,8.195879944903853,25.059250406242743,6.012067286308907,7.728582224372636,6.71426186094749,26.89345431668385,15.204385433280725,9.053935776094196,195.86750124075957,0.0,1
201,35.49379779,48.33178168,lc,15.78817035,15.9473253,9.7,78.10528865895243,21.012970193467755,7.4537362975057775,24.781322362925685,11.361499928197993,5.515079673649224,12.328441920553654,15.850178435537497,14.779557929612539,191.1880754004025,0.0,1
203,38.65494092,49.51165588,lc,19.2895791,19.03493119,15.1,0.0,4.79753982192699,18.698531477632383,27.368329669462053,13.35741722673924,5.624968026690542,12.54188973011187,29.194334231964937,3.1753206244505012,114.75833080897851,0.0,1
204,38.55516344,31.41492117,lc,28.58422778,28.8070447,17.9,0.0,1.3544790981611665,2.913994236219287,0.0,0.0,8.584061803705287,8.258323547098588,10.625816875238067,6.823366400968406,38.5600419613908,0.0,1
205,38.40733197,36.98973934,lc,9.994930426,10.15408537,3.6,0.0,0.0,11.800915519269575,12.245968493801474,4.60754122393581,18.63193070430068,12.144883840072627,3.537419678760856,0.0,62.968659460141026,0.0,1
206,36.28769853,37.83497177,lc,26.92901637,27.31098823,18.2,15.210807623125127,0.0,4.3800088335050855,0.0,21.749283385441327,7.612490615341061,9.186689227357451,8.20612837717654,10.427851376448297,76.77325943839489,0.0,1
207,35.66662463,38.32146931,lc,12.00028271,11.7456348,10.0,34.13353646599692,0.0,0.0,15.282037497286327,16.443802581068404,2.7814210785279547,1.8366677544987295,17.517970550125277,8.038253313467274,96.0336892409709,0.0,1
208,32.27705441,39.67592717,lc,21.77239621,22.28169203,16.3,0.0,13.81765405492242,0.0,3.287595401223522,20.018420545709535,5.108626079280149,20.960803676898955,7.926545577450543,7.632761485003563,78.75240682048869,0.0,1
209,31.05942897,38.44693521,lc,23.90507245,24.03239641,19.7,0.0,12.584920602342036,11.386367095258105,7.455348005362994,5.215073057882092,9.871315038941551,12.217912209661941,7.537747447545594,14.471978594167723,80.74066205116203,0.0,1
210,25.65071661,30.32240557,lc,21.77239621,21.8042272,18.6,0.0,14.210022831682135,2.2039709924699786,18.903755574106597,0.0,0.23383590822168707,11.478296422402162,6.463202203788474,10.245568092613349,63.73865202528438,0.0,1
211,25.16166329,32.10455208,lc,26.26056561,26.99267835,19.6,0.0,25.325910453740708,7.785220014567663,6.4958610616613575,5.725819008416443,5.401345388685049,4.142271640372759,6.836920538001738,7.476082147540087,69.18943025298582,0.0,1
212,23.72954851,33.32264737,lc,25.46479089,25.78310078,18.1,0.0,13.96777563952394,0.0,11.091064134748876,13.200129384968331,5.3351427430001825,13.563362942409949,7.716804364425836,4.588174132991602,69.46245334206871,0.0,1
213,27.86850795,32.66335624,lc,21.51774831,21.61324127,17.5,0.0,0.0,9.501193063301486,15.540280924592642,7.991828082187764,6.360343650964165,6.257959222275863,3.7745552871420895,4.926057918881208,54.35221814934522,0.0,1
214,28.36170324,35.81955939,lc,28.07493196,28.17042493,19.8,0.0,0.0,16.220762661006273,13.08389825062234,11.08848116728571,8.800923391645751,3.5521911851226786,10.495599326494943,7.303973207442105,70.54582918961981,0.0,1
215,25.98830738,37.11730642,lc,9.262817688,9.485634608,8.7,0.0,0.0,26.876651217769655,2.902038398104407,13.41760690219147,15.598060482117736,11.910198494190332,6.6276078011016315,10.049806712240857,87.38197000771609,0.0,1
216,28.60503379,38.02250935,lc,28.36141086,28.45690382,19.6,0.0,0.0,29.489620142670752,4.903234846374033,5.406471631745756,8.16602762653741,7.5957804149363435,17.72318555535209,11.865722531819866,85.15004274943625,0.0,1
219,21.583453,39.24884319,lc,15.6608464,15.69267739,16.1,39.63870467428376,0.0,0.0,5.295592918029596,12.14611916579147,6.939518980374245,15.298114354926465,19.940628541495606,7.430084234749837,106.68876286965099,0.0,1
221,20.0,31.87,lc,1.37,1.687042397,1.7,0.0,10.956544082382976,0.4482736773954964,12.330852653062987,14.886145140275161,8.798553403946507,0.66430010573883,14.435026115581891,11.441341001219138,73.96103617960298,0.0,1
222,21.84834042,21.05855454,lc,19.92619888,20.37183272,16.7,0.0,0.0,10.92553033317254,6.347660136478467,9.915738634844761,13.764241755455902,3.5485507256915616,7.871464334468518,2.0626326451643373,54.43581856527609,0.0,1
223,23.31563834,22.86198225,lc,25.40112892,25.78310078,18.6,0.0,0.0,8.570654122260512,11.19172116186159,7.386187946543157,1.8803851307573471,7.575467059876244,7.18596267224456,11.055864743523532,54.84624283706694,0.0,1
