num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,crd,kabudachi,growth
141,18.1457306,43.50333192,pt,0.4,0.98,2.0,18.230663374392744,7.498173791015687,19.84987791442176,0.0,5.254097459124397,32.90910080305362,5.547309217208115,10.581137460016677,16.086672239099403,115.95703225833239,0.0,0.19333333333333333
150,19.16840459,47.76345848,pt,7.161972439,7.989578143,10.3,0.0,0.0,9.754845768031096,13.727143121486307,24.45843693928632,22.685142297418427,16.192670049637577,8.598306639806504,29.91008988972868,125.32663470539492,0.0,0.2758685679999999
153,20.62660794,44.55147463,pt,0.55,1.13,2.1,28.03583367155263,7.687471307872838,8.301560966682185,16.74118691170112,10.97862473093138,16.475489862837236,10.590334072623396,23.084286897815716,17.379287716575412,139.2740761385919,0.0,0.19333333333333327
