num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,crd,kabudachi,growth
816,16.68158465,-45.75262204,lc,9.008169779,8.75352187,5.2,25.417477226428883,0.0,3.343082303807413,9.48845920718953,4.668286172322356,5.9393803046429765,2.7047287146435885,5.513123699280896,5.281349310177831,62.35588693849347,0.0,-0.08488263633333304
817,17.16425687,-46.13960353,lc,15.72450838,16.07464925,11.7,14.561024400658393,0.0,11.382855202576364,2.6341503391811454,5.025896092733214,5.697387496715198,2.6727235365098014,5.924130344533377,0.0,47.89816741290748,0.0,0.11671362333333353
818,19.29362073,-47.43550622,lc,20.30817074,20.62648062,14.4,0.0,0.0,6.699742728360717,3.7985196995817145,3.013144372888899,12.318135560063093,2.6235933690778146,7.378639545931536,2.4651900839716863,38.29696535987546,0.0,0.1061032933333325
820,26.29090397,-49.39425484,lc,10.50422624,10.59971921,9.2,0.0,0.0,0.0,0.0,0.0,0.0,7.98481468883048,5.316073256544485,0.0,13.300887945374964,0.0,0.03183099000000015
822,39.579541,-40.45564705,lc,8.371550007,9.326479665,7.3,0.0,3.8842423308598892,0.0,0.0,0.0,7.756527484523836,0.0,1.404074948190734,0.0,13.04484476357446,0.0,0.3183098860000004
823,41.21687284,-41.22968309,lc,7.034648485,8.148733086,7.3,0.0,4.622424131274813,0.0,0.0,0.6413083886157189,3.5825910069353233,0.0,5.712337457386981,0.6403543477324876,15.199015331945326,0.0,0.3713615336666667
824,43.17397431,-48.81605281,lc,11.07718404,11.4591559,8.3,0.0,14.772157753868752,7.577831319609402,0.0,0.0,0.0,0.0,4.473571285239736,0.7613076239794984,27.58486798269739,0.0,0.12732395333333338
825,44.83681061,-49.25196537,lc,5.570423008,5.697746963,4.4,77.70089186948424,9.652756132835588,0.0,0.0,0.0,0.0,0.0,3.249783013090579,2.989518934403871,93.59294994981428,0.0,0.0424413183333335
826,45.00899252,-49.50039967,lc,16.93408594,17.37971979,11.1,56.130996133129564,9.29679619455033,0.0,0.0,0.0,0.0,0.0,3.2503582743662287,0.8555167186698648,69.53366732071599,0.0,0.1485446166666667
827,44.97396131,-49.88962127,lc,10.44056427,10.79070514,8.8,90.98488938906137,0.0,10.281600428565554,0.0,0.0,0.0,0.0,0.0,3.4923991000954295,104.75888891772235,0.0,0.11671362333333353
829,45.53027722,-41.0549568,lc,0.56,1.0,1.4,8.547638126136851,8.306754753409347,0.0,0.0,1.6566545589311323,3.078549236796674,0.6703040640160569,0.0,7.588781356985788,29.84868209627585,0.0,0.14666666666666664
830,46.48491084,-41.76191128,lc,9.867606472,10.79070514,6.6,0.0,1.9692310009090082,0.0,0.0,0.0,1.7847642127761454,0.0,10.330478531673235,2.1825655308498813,16.26703927620827,0.0,0.30769955599999993
4760,5.8,-22.2,lc,1.86,1.86,2.5,0.0,5.813925310318023,1.0034690686289718,10.826641788272825,6.735293262014838,6.037390269171638,7.305507089827923,2.1250616081939473,5.418139338175884,45.26542773460405,0.0,0.0
