num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,crd,kabudachi,growth
213,37.16097263,18.58208924,lc,4.710986316,5.793239929,5.1,11.868131098435391,0.0,1.2487177221344214,0.0,1.7251101833333806,24.052100046386112,0.5880920833788976,11.038791287103486,1.8872237905741667,52.40816621134586,0.0,0.3607512043333336
214,37.03769449,18.25834669,lc,2.1,3.023943919,2.5,20.53143500369753,1.8981724024841986,1.2883230415173552,0.0,4.9977843408763185,21.40261112032456,0.5809046517417269,8.501828486344435,6.089232260033413,65.29029130701954,0.0,0.30798130633333337
215,36.7165148,18.17516332,lc,2.3,2.896619964,3.0,16.389868404244716,0.0,1.449722559145642,0.0,17.367960529923486,10.271820520310875,2.6897690273671753,4.842287525162763,10.140711677809723,63.15214024396438,0.0,0.19887332133333344
216,36.223985,18.90254352,lc,1.97,2.896619964,2.8,7.375529184838822,3.9127816932021204,0.0,0.0,23.471550755289492,2.906598171374583,4.871499608488842,3.906230551789623,8.802979065954725,55.2471690309382,0.0,0.3088733213333334
233,35.17523191,13.03154432,lc,4.13802852,5.411268065,4.5,14.257223419321269,7.464184415414178,9.525479221211805,14.277931890919143,2.0991479463651155,20.474153395806347,6.508092375855295,4.352802919219636,1.484506640885214,80.44352222499802,0.0,0.4244131816666667
234,33.4958317,12.92672206,lc,0.36,1.05,1.5,17.123068437034892,15.706000525788529,11.851448731779648,6.328889260185377,21.353543978591098,11.19804274267699,6.435505748200644,2.3088183666448154,0.754730551433308,93.0600483423353,0.0,0.23
241,39.17584475,9.477292772,lc,0.8,1.43,1.8,0.0,5.653281810193357,2.476794118503287,6.365766343516817,15.02063508320625,7.651899152164074,7.216183737013494,5.024578192188651,0.9693119147133387,50.37845035149927,0.0,0.20999999999999996
242,37.78793508,9.698297042,lc,0.55,1.16,1.6,0.0,0.5692348348440205,12.404283725032839,9.680687182417346,10.813850608719227,16.458503676314997,3.716178774153374,1.149694869738399,2.0525879547015258,56.84502162592173,0.0,0.20333333333333328
259,38.61925746,7.598378223,lc,0.51,1.35,1.8,0.0,1.9545087623957733,3.3152151590528853,23.55614793306591,3.2540147539027577,8.168776369140947,6.58753656709717,6.112034902012933,0.05673613616682108,53.004970582835185,0.0,0.28
272,40.36356941,7.678294315,lc,2.7,3.9152116,3.5,6.070051588424407,0.292072519853284,24.95522527302841,0.5892168186755349,1.956716374939458,2.730724716258211,6.972650325612076,5.465528539772104,5.894871922538435,54.92705807910191,0.0,0.4050705333333333
274,48.23504268,2.320698466,lc,1.79,3.087605896,2.9,2.930491391810386,0.0,11.932662447314293,0.0,9.30156697597883,13.128788419712784,0.0,7.5898753364813345,4.642507285035968,49.525891856333594,0.0,0.4325352986666666
281,41.37800938,14.42597072,lc,1.41,2.450986124,2.2,0.0,0.0,0.8023589346820131,0.0,7.662454894484736,4.773373733487248,3.0308846058439234,4.982482410121426,6.147609596344477,27.399164174963826,0.0,0.3469953746666667
282,42.94169521,16.26457162,lc,1.53,2.641972055,3.1,0.0,0.0,12.15636897543397,4.612341282774666,0.07942029718288739,0.6994207942253312,2.278866319789961,4.89746725623381,3.0701214860628343,27.794006411703464,0.0,0.3706573516666667
341,44.90183282,34.03081317,lc,0.63,1.39,1.4,0.0,10.625388090108029,0.46662953214559755,1.1732048842448517,6.583593605830265,18.452089254277777,0.801710762890877,4.340933167153493,4.735939890008598,47.17948918665948,0.0,0.2533333333333333
344,43.44661813,36.45659964,lc,1.32,2.355493158,2.6,0.0,2.308761481575521,0.6267830400500909,6.113704687480982,0.0,0.4571873091290157,6.793242856869689,10.62617251819952,5.365618525424638,32.29147041872945,0.0,0.34516438599999993
345,41.80984092,38.00345443,lc,0.91,1.99,2.4,0.0,0.0,2.325930973647907,0.0,0.5306023304768354,4.181821389323195,0.10944377421824793,2.768586317472797,18.33284864148994,28.24923342662892,0.0,0.36000000000000004
353,46.20804253,45.88396622,lc,5.697746963,7.098310462,6.8,8.656288913234672,0.0,0.0,0.8848917010619871,9.225951831458367,9.731465516572792,0.3525974269723672,0.0,9.172857624254279,38.02405301355446,0.0,0.46685449966666653
354,45.36190872,45.72756574,lc,7.448451337,8.75352187,7.9,6.621691091842253,0.0,0.0,3.4525619306346655,3.3791139391274356,11.274062198021968,0.0,9.066439519735543,3.8874420409491486,37.68131072031101,0.0,0.4350235110000001
361,40.40368803,48.91744338,lc,1.08,1.750704374,2.4,0.0,20.577489772608406,0.0,11.926447615131847,13.00674269432322,2.2437267511724985,1.5724633072412146,0.0,0.0,49.32687014047718,0.0,0.22356812466666662
401,0.358001742,-3.389687242,lc,0.24,0.99,1.6,0.0,0.8998365444429489,27.791762951669497,0.0,0.0,0.0,10.413362742772627,0.0,0.0,39.10496223888507,0.0,0.25
402,0.999935947,-1.972034623,lc,0.19,0.81,1.5,1.0211104527461525,0.20860023793374297,0.0,21.780787744158385,0.0,0.0,0.0,8.118135257595256,5.29612633589505,36.424760028328585,0.0,0.2066666666666667
403,1.725546129,-2.085930847,lc,0.75,1.15,1.8,0.2586812351028594,0.13229192618525443,20.165868924528432,0.0,0.0,0.0,0.0,12.89240246972225,0.0,33.4492445555388,0.0,0.1333333333333333
518,38.59385979,-14.80862451,lc,0.39,0.93,1.5,0.4543039330966726,2.361664209203613,1.9336347237763198,0.7042778954460884,6.7591617279584035,1.399688959468288,0.9803166309104345,9.349481903193753,5.670275965819815,29.61280594887339,0.0,0.18000000000000002
519,36.71062999,-14.44532844,lc,0.67,1.13,1.7,0.0,1.4243850020134268,4.738805566052546,0.0,0.3931326598963095,2.7845806632961647,13.70119143080361,4.027101893065724,11.075761876365226,38.14495909149301,0.0,0.1533333333333333
522,35.58823619,-16.56539718,lc,2.2,3.374084794,3.3,5.519245788207861,1.7431870002584757,1.2973555930412233,0.9940134744537749,0.0,8.985959398089628,8.592374088353655,5.379082519011435,6.729753711646519,39.24097157306257,0.0,0.39136159799999987
524,34.56401647,-16.16591299,lc,0.49,0.133,1.7,0.0,5.387456062779602,1.655354761959723,0.11289153415499809,4.24067058487039,8.40892215086615,11.677899169779062,10.604927213418579,3.6665008901096834,45.75462236793818,0.0,-0.119
576,14.05849242,-19.41743009,lc,4.679155327,5.729577951,4.9,0.0,2.1468635281901243,1.9030516223822402,20.381645245139758,1.6682647269459023,3.039758268774867,8.601327864418277,6.877629055427623,0.6335305555756046,45.2520708668544,0.0,0.3501408746666665
579,11.34301654,-19.13591818,lc,3.278591828,4.074366543,4.0,0.0,21.225934923313815,8.532577741855572,2.653454459001739,9.93752756595288,3.900299038686822,6.632244645786415,1.4953917160295525,4.843269924497685,59.22070001512448,0.0,0.2652582383333333
580,8.351292675,-18.76972124,lc,0.4,0.63,1.4,0.0,3.6306310273209794,16.38520636148038,6.076494543386901,12.594150764392058,1.5749749235903983,0.593832503582745,4.099875448255935,4.025969266795623,48.98113483880501,0.0,0.07666666666666666
584,3.724204945,-18.24819965,lc,2.5,3.501408748,3.5,3.4904062652764605,1.1434092645734812,7.636617771137847,1.5709573769270413,11.833685646712393,0.34881310566661344,0.34550331517329774,14.87513013745172,3.048805025264376,44.29332790818324,0.0,0.33380291599999995
585,3.78602728,-19.00660299,lc,0.17,0.78,1.4,6.459623926393224,2.3278422292548577,3.1212492437205235,6.808317242250458,9.159241842209976,0.30598576193880933,10.941859825394763,4.627375319153236,8.154904800598164,51.90640019091401,0.0,0.20333333333333334
586,3.409169773,-18.83506997,lc,0.73,1.31,1.6,4.163866276352386,3.1542489877499595,1.423250301043403,7.375231699727757,11.53745902408259,0.33835003156677573,0.3509541232791776,15.040009116990225,2.6565638596402694,46.03993342043255,0.0,0.19333333333333336
587,1.522655783,-17.83338492,lc,3.04,3.947042589,3.9,0.0,0.0,2.7625410451029553,14.871809662249193,6.5354567101818395,2.096286793066341,2.5626428342576784,0.0,6.981104445930709,35.80984149078872,0.0,0.30234752966666667
589,0.821014344,-14.10877542,lc,1.3,2.05,1.9,0.0,39.98718868711777,0.0,1.3939960546076693,12.458093223341201,1.6141043227230127,5.575367021561836,1.9225815243651134,7.487766577857757,70.43909741157437,0.0,0.24999999999999992
601,3.676716541,-20.10169567,lc,2.12,3.183098862,3.2,0.0,6.10058033208395,1.623157805575305,5.54314896063874,0.1020438914178764,8.530379229456065,15.72618361557813,6.531910784134908,2.868458992636609,47.02586361152159,0.0,0.3543662873333333
602,4.666572827,-20.33531316,lc,0.64,1.0,1.7,0.0,6.908832305878267,3.63471091051524,4.923212095748944,2.4407669279716138,10.523347758421394,11.883047369483483,8.522372694866801,0.08117324157340765,48.917463304459154,0.0,0.12
603,3.84417141,-21.83114306,lc,1.48,2.08,2.3,0.0,7.42881689629443,0.0601740417686154,1.2948833599198548,0.7928362648775615,13.838750367893269,10.495577088926181,11.5717459160596,0.7055060712593781,46.18829000699889,0.0,0.20000000000000004
604,5.299237506,-21.21062362,lc,3.756056657,4.870141259,4.4,0.0,5.727674168057333,0.06358745905339751,1.4836791339221338,13.686695217655501,8.001243080419382,6.311083468171507,7.873538694013442,1.0992309270132925,44.24673214830599,0.0,0.3713615340000002
605,4.257737703,-22.87420948,lc,2.832957987,3.405915782,3.1,0.0,4.337750598097389,0.9972639308457214,0.0436315151806924,5.7092221662293525,14.634966327374109,9.98243630975262,0.34522349504443267,6.0685483051910865,42.1190426477154,0.0,0.19098593166666675
612,9.956663423,-21.057995,lc,1.64,2.22,3.0,2.023207224990343,24.9402011564309,19.12850165875005,0.3659461214966653,6.716365357100425,4.32590972333632,1.6218956252769834,4.254373446799802,5.793555484872384,69.16995579905387,0.0,0.19333333333333344
613,9.779535286,-21.77950719,lc,0.15,0.53,1.4,7.041200805413839,42.64149113052798,1.3881665457246073,1.1875516811222995,2.58691630836037,8.170479958709022,0.9043447530479221,0.7940145773581719,13.312203514868113,78.02636927513234,0.0,0.12666666666666668
616,11.4943156,-22.19747142,lc,0.74,1.14,1.8,0.0,7.487811373386188,26.10397850427013,2.9293436710228513,0.5736038707638946,3.107459069162351,3.107460726492831,13.259475518913035,4.007716513655021,60.5768492476663,0.0,0.1333333333333333
618,11.34669821,-20.3973333,lc,1.03,1.58,2.1,32.975896277221985,7.675949369631045,4.062295651268753,14.651859333085792,1.8540501410241608,3.9316701876036433,5.804923849881985,2.4785747872166044,0.997225608074935,74.43244520500892,0.0,0.18333333333333335
619,12.35821974,-20.44350539,lc,2.6,3.501408748,3.7,0.0,20.20707842332588,1.2977667562544388,7.083527147764973,8.789259383387028,7.2082818044395385,4.158344173874365,1.627357527270635,3.31464807645756,53.68626329277441,0.0,0.30046958266666657
620,13.89166125,-21.12931928,lc,0.92,1.27,1.7,0.0,5.301244308353841,1.6613366083905965,9.200889181182124,13.02972887551334,7.507317836954627,1.900215633730351,1.811548720231055,7.684719846384332,48.09700101074027,0.0,0.11666666666666665
621,15.23800085,-22.29551667,lc,1.84,3.023943919,2.8,0.0,3.4137405048583775,0.0,5.005587735551212,9.012096087965388,8.774082069433216,8.372800209837893,8.165493632128925,2.912573063576546,45.65637330335156,0.0,0.39464797300000004
623,17.18167291,-22.45858342,lc,1.44,2.1,2.2,0.0,7.846088648193501,2.4302807004195754,9.329127073470401,1.9702970455723294,0.7059188051566432,8.267812442898354,10.831122259020097,18.00114014434341,59.38178711907431,0.0,0.22000000000000006
624,16.75607968,-23.56502188,lc,0.1,0.69,1.4,2.4835882944314145,7.951076133203654,0.0,2.5173630791929273,2.094987070558201,7.12514105288727,11.98902550142199,13.838396021582541,11.355215276320134,59.354792429598135,0.0,0.19666666666666666
627,20.37005867,-20.1,lc,1.59,2.24,2.5,0.0,0.0,5.3339527364992065,9.596536147950847,3.461895154666036,6.9065621569750535,7.757515500840071,11.149832357040543,6.487524358136123,50.69381841210787,0.0,0.2166666666666667
628,19.93475723,-22.32374439,lc,1.35,1.9,2.6,27.222815481764787,5.2562544454176034,4.705105595631249,0.647605023015989,12.743950918732132,12.688996797543027,8.282060328956884,0.7920387488967267,3.716664782480858,76.05549212243928,0.0,0.18333333333333326
629,19.8473117,-22.47495863,lc,1.04,1.34,2.4,25.31747198800105,5.143046582638454,4.924997966036269,0.6663414358647815,12.67156760600511,12.627284792813084,8.293553947294608,0.7844723504127497,5.975620658929973,76.40435732799608,0.0,0.10000000000000002
630,20.06851056,-22.49461772,lc,2.14,2.82,3.6,33.793636702272444,2.2397350955243085,4.663171241899208,0.6286010633990313,12.71008335100693,18.91648429154988,2.666799360504506,0.7824751920940098,6.1190393618895005,82.52002566013984,0.0,0.22666666666666657
631,20.13459584,-22.38669245,lc,2.39,3.246760839,3.6,30.748607901837925,2.387791172842522,4.523443033209317,0.6162834679056426,16.502874694638724,13.609994195236624,4.260929991841679,0.46374652848632747,3.9857634341933172,77.09943442019208,0.0,0.2855869463333332
632,20.68915671,-23.02527637,lc,1.1,1.51,2.3,20.276301762253336,5.21725103017391,3.7248669717697394,7.716961375100428,14.313307606442168,15.2441029968221,0.0598792319676877,2.2909160611374744,7.137404808082677,75.98099184374952,0.0,0.13666666666666663
653,27.64920519,-29.7917651,lc,0.57,1.37,1.8,13.709614936448055,2.8169209475955155,7.306890766216499,1.6199725027285892,19.02280689282256,3.1771133385031662,11.115135247807867,2.088419330906081,3.8285227477460153,64.68539671077436,0.0,0.2666666666666667
657,28.22114672,-27.58417965,lc,5.252113122,6.90732453,6.5,3.8415930467733506,2.472406764321425,5.470786264168989,15.186561761122945,14.904466894182622,7.791487594250324,5.28415896806002,6.644828168390601,3.2630292343700216,64.8593186956403,0.0,0.5517371360000002
666,30.38296304,-25.47662664,lc,1.97,2.864788976,2.8,6.659790201037945,2.2529652011893013,2.2790549650550154,4.950189123104168,6.252299570591038,19.938377479614527,7.752597989963398,7.259784886658598,3.800069246966477,61.14512866418047,0.0,0.29826299199999995
671,32.39425555,-28.1349825,lc,1.94,2.53,2.9,7.121842014410015,2.792562845065705,2.75094047918004,16.04122405036288,2.8373338995556017,7.367251934160054,1.7458878213854758,2.832556245640689,10.250473330867932,53.74007262062839,0.0,0.19666666666666663
672,33.2394572,-29.35499423,lc,3.21492985,4.456338407,3.8,0.0,5.022770352075636,2.893523619985358,12.414927642920897,2.821604107199935,8.881908836344296,0.8756384220822213,0.33988107977773224,6.0211717306534505,39.271425791039526,0.0,0.41380285233333325
674,35.35639928,-28.84446645,lc,1.57,2.9,2.7,0.0,26.549424739065007,1.476341927364544,1.4516894736335522,2.9347338217018777,1.264007115105005,9.71239521278157,11.792673212415504,3.948700891192722,59.129966393259785,0.0,0.4433333333333333
694,42.44435275,-21.06685737,lc,0.69,1.42,2.0,0.0,0.49410372739265424,13.492823763018027,0.0,16.71714993664923,8.19436699060061,7.010574068516595,1.2393643170116462,3.674501920980684,50.82288472416944,0.0,0.24333333333333332
712,31.97958923,-31.22680838,lc,4.901972247,5.952394872,4.9,0.0,0.0,14.596911711869627,3.64424479516229,1.4168618416182754,8.982582509313783,1.952560321402741,0.30138933347690244,4.9628567847293965,35.85740729757302,0.0,0.35014087500000013
719,22.69986222,-35.87163786,lc,0.91,1.58,2.0,0.0,0.5127517986374408,0.0,0.0,7.189947308967791,4.924194512443894,0.4342360828464529,7.7709788108783115,4.45522852338983,25.287337037163724,0.0,0.22333333333333336
721,19.35008586,-30.68249527,lc,0.43,1.12,1.6,0.0,0.0,0.0,5.422483187381917,8.630172112416464,4.879660454523789,10.852111916217883,9.764788537691118,7.627182647988135,47.17639885621931,0.0,0.23000000000000007
728,4.814019106,-37.96763631,lc,17.44338176,17.76169165,13.1,0.0,17.219408089770397,0.0,3.4546780664909265,8.12619613840711,6.182404018188489,20.074352801183938,3.7078933899326287,2.4102538137134277,61.175186317686915,0.0,0.10610329666666611
729,3.682148909,-38.27163152,lc,20.18084678,20.53098766,16.2,0.0,14.88365241882568,0.0,0.0,3.238192311216804,20.23308590960693,17.23915768065438,6.6010504475459255,2.686706600915414,64.88184536876513,0.0,0.11671362666666714
801,1.312280744,-43.56309334,lc,12.89155039,13.62366313,12.3,25.845695257730238,10.705050040925105,0.0,6.684742359539556,17.128071154816013,8.652388220979836,8.239985656237554,8.999875628157453,0.0,86.25580831838575,0.0,0.24403757999999995
802,1.806062187,-44.13905582,lc,19.60788899,19.73521294,15.2,16.992705484488436,10.930428221364744,7.263614214597561,6.177846205259264,15.406287222568501,0.0,19.68572467423579,5.807414078471966,0.0,82.26402010098626,0.0,0.042441316666666985
803,2.620214093,-43.3631622,lc,12.00028271,12.38225457,11.4,0.0,27.17779738746433,5.599221918595292,5.310366132913763,12.991284432390083,13.55264720247381,7.712616203448713,0.0,3.2944552743734725,75.63838855165947,0.0,0.12732395333333338
804,3.641241533,-45.48873307,lc,12.5732405,12.70056446,12.6,0.0,13.095934637225643,30.693103983779785,4.426898182674351,6.6815034418060195,0.0,6.357503655361419,18.905591936840136,3.643990692350318,83.80452653003768,0.0,0.042441320000000005
805,4.379302907,-46.24241653,lc,13.81464906,14.29211389,11.5,0.0,34.06803227009944,0.0,13.215407610586126,7.6251495197547845,0.0,6.5186483391051295,11.861439397312688,14.064705276996847,87.35338241385502,0.0,0.15915494333333294
806,3.544790681,-47.85870044,lc,32.84958025,33.51803102,18.5,0.0,7.594612617075852,6.296670789979841,8.393469687784354,21.168219045229307,0.0,4.692728836380203,10.546088570088736,8.383251841103597,67.07504138764189,0.0,0.22281692333333325
807,7.119128175,-48.272737,lc,11.90478974,12.22309963,11.2,0.0,0.0,3.508323953487375,19.835463490690817,21.32590582936372,0.0,20.817561855349606,5.882024366767258,0.0,71.36927949565877,0.0,0.1061032966666667
808,6.118816145,-45.46135623,lc,7.798592212,8.180564075,7.3,0.0,7.244863693581316,13.332197967138999,9.338877176221098,12.13002907153352,11.207585669879352,0.0,12.323156424734064,8.050608741663137,73.62731874475149,0.0,0.12732395433333318
809,8.2400703,-43.79144398,lc,11.52281788,11.65014183,9.3,0.0,10.519587191352084,2.8886991480736004,6.121050329466822,8.162931815939297,6.107025250003161,15.933457842794654,8.114024055337358,1.5028891046892865,59.34966473765626,0.0,0.042441316666666985
810,8.970067549,-42.17883894,lc,18.62112834,18.93943823,14.0,0.0,6.50955651910462,0.0,0.0,7.003488581070364,6.979528537973713,12.871627798391447,8.551740561564326,5.1723256013454435,47.088267599449914,0.0,0.10610329666666729
811,11.16627446,-48.44237585,lc,12.06394469,11.90478974,10.6,0.0,0.0,25.10390876020614,8.94828795388781,4.797960483069236,5.795252652604544,11.647465722864151,11.002274237209253,7.222822937097401,74.51797274693854,0.0,-0.05305164999999986
812,11.45103727,-46.13999532,lc,24.35070629,24.8918331,16.0,0.0,5.389194940061735,5.200147186849526,10.509581365685767,7.75392397250786,7.914688971811038,0.0,9.094160745949116,6.245579844369759,52.1072770272348,0.0,0.18037560333333266
813,13.31341689,-46.26299501,lc,10.0585924,10.28140932,7.9,0.0,13.04662699375287,4.216315570311179,17.39619669413526,0.0,6.9975266085695855,7.424392818994802,1.6173608931572363,2.3976318878855905,53.096051466806514,0.0,0.07427230666666655
814,13.66822591,-49.40147113,lc,19.98986085,20.18084678,16.7,0.0,7.596935832781927,7.803183735309643,16.872203889247036,9.571547337538114,6.373493469400901,3.384069129551357,2.8093296745129877,5.889674846145502,60.30043791448747,0.0,0.06366197666666669
815,14.84848699,-47.8556321,lc,9.326479665,9.67662054,8.5,0.0,10.278093874982675,15.702295043605506,13.559750957056677,6.910189770496941,0.0,0.0,5.104170532834685,3.920702569827404,55.475202748803895,0.0,0.11671362499999975
