
,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),-287.98456372579,35358.1010303906,-0.00814479724118287,0.99350146388015,22.0000003501119,64
dbh01,17.5285315722556,2136.88814828661,0.00820283063777122,0.993455161475794,,
crd1,3.14646477302992,476.112289911015,0.00660866110727364,0.994727089716823,,
crd2,-24.3597849919528,2797.54417996565,-0.00870756042617776,0.993052459769418,,
crd3,122.719625461394,13412.0044536016,0.00914998394803241,0.992699470945813,,
crd4,-8.45869173701314,1902.00917515404,-0.00444724023811719,0.996451627372416,,
crd5,12.5380588720366,1516.52404273349,0.00826762947288137,0.99340346123887,,
crd6,0.928751271529329,1555.2496234559,0.000597171835004572,0.999523525841023,,
crd7,45.2661427474885,5146.76132722863,0.00879507322556629,0.992982637331682,,
crd8,-10.6629995582013,2252.56711139319,-0.00473371004320767,0.996223059946831,,
crd9,34.9528712443511,4630.34991378173,0.0075486457600791,0.993977109292563,,

,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),1301.96198551353,36462.392434627,0.0357069818676271,0.971516003378475,12.0000065336846,64
crd2,-64.1781888993692,1877.1224075404,-0.0341896663965895,0.972725906745902,,
crd3,966.096671852091,30286.3437872785,0.0318987553808952,0.974552791198175,,
crd4,-47.8307274061142,1527.020726937,-0.0313229064690277,0.97501202264836,,
crd8,-103.015748839215,2673.15709626927,-0.0385371099150839,0.969259444014294,,
crd9,48.1877826640791,1256.76081456306,0.0383428430499186,0.969414332070401,,

,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),4.08575773553979,1.71289586486521,2.38529254425009,0.0170655445427981,25.963207342941,64
dbh01,-0.170427291261468,0.0837796440658127,-2.0342326965198,0.0419281393870687,,
crd,0.000834254585739453,0.020753740335696,0.0401977943370792,0.967935436074553,,

,Estimate,Std. Error,z value,Pr(>|z|),aic,N
(Intercept),4.14252334779876,0.992099294674285,4.17551284436584,2.9731547674828e-05,23.964868619504,64
dbh01,-0.171252183734155,0.0814656654035339,-2.10213938456,0.0355410677380672,,
