#num,x,y,spp,dbh01,dbh04,hgt,sprout
465,48.14,-3.221614502,bp,3.787887646,3.724225668,4.3,460
466,48.2090326,-3.340140083,bp,4.710986316,4.997465213,4.1,460
467,48.34328077,-3.196135386,bp,4.83831027,5.06112719,5,460
468,48.30677782,-3.131548919,bp,2.960281942,3.246760839,4,460
469,48.40162868,-3.057402348,bp,2.960281942,2.928450953,2.8,460
470,48.49927454,-2.983860437,bp,1.34,0,2,460
471,48.53126715,-2.638792114,bp,4.456338407,4.488169395,3.8,460
472,29.12789321,-30.17268547,pt,0.5,0.89,2,0
501,47.83522408,-10.27361205,bp,7.703099246,8.276057041,7.6,501
502,47.91361961,-10.3178438,bp,2.928450953,2.99211293,2.7,501
503,49.43994249,-10.03295175,bp,1.8,2.4,3.7,501
504,49.44948185,-10.09895836,bp,2.65,2.53,3.2,501
505,48.78592456,-16.38334784,bp,5.252113122,5.570423008,5.6,507
506,48.94773664,-16.31193386,bp,1.15,1.71,2.8,507
507,49.11296846,-16.59668901,bp,12.15943765,0,7.8,507
508,49.10283255,-16.13993808,bp,2.89,3.310422816,3.7,507
509,49.24614009,-16.42623477,bp,2.33,2.48,3.6,507
510,44.62215428,-19.56138535,pt,1,1.53,2.5,0
511,42.10457037,-19.8169437,lc,0.64,0,1.9,0
512,40.79398882,-19.0753337,lc,27.37465021,0,16.5,0
513,41.07704515,-13.61287611,pt,1.47,1.75,3,0
514,39.72106283,-19.98610505,pt,7.416620348,7.703099246,7,0
515,38.23758746,-18.66253439,pt,0.28,0.45,1.4,0
516,38.61414754,-15.81719975,pt,2.03,2.47,3.7,0
517,38.53306183,-15.79728319,pt,0.45,0.69,1.6,0
518,38.59385979,-14.80862451,lc,0.39,0.93,1.5,0
519,36.71062999,-14.44532844,lc,0.67,1.13,1.7,0
520,36.09368246,-15.51709011,lc,1.51,0,2.2,0
521,36.29898775,-16.64940662,lc,2.41,0,3,0
522,35.58823619,-16.56539718,lc,2.2,3.374084794,3.3,0
523,35.24686032,-17.04681937,pt,1.27,1.92,3.1,0
524,34.56401647,-16.16591299,lc,0.49,0.133,1.7,0
525,34.0821722,-14.20558131,lc,2.85,0,3.7,0
526,31.45198034,-13.40167017,pt,14.92873366,16.01098728,12.6,0
527,30.3484735,-13.36101713,bp,19.03493119,19.41690306,11.3,527
528,30.24135332,-13.00215172,bp,0.61,0.72,1.3,527
529,30.10224578,-13.02604714,bp,2.34,2.57,2.8,527
530,30.07259681,-12.99725973,bp,0.28,0.7,1.4,527
531,30.27203164,-12.78945004,bp,1.3,1.48,2.7,527
532,30.20966042,-12.82583632,bp,2.49,2.67,2.6,527
533,30.13886071,-12.9397333,bp,5.602253997,5.697746963,5.2,527
534,30.00842691,-12.92174044,bp,2.28,2.57,4,527
535,29.84401177,-12.89300935,bp,3.19,3.087605896,4.2,527
536,29.71388965,-12.91067584,bp,2.77,2.864788976,2.4,527
537,29.70565169,-12.99078466,bp,3.08,3.405915782,4.8,527
538,29.89325028,-12.95542044,bp,0.86,0.88,1.7,527
539,29.81535435,-13.11375866,bp,1.25,1.34,2.3,527
540,27.57388676,-13.02915989,bp,1.51,1.73,3.3,546
541,27.40438839,-13.09377894,bp,6.557183655,6.716338598,5.9,546
542,27.29646972,-13.07330742,bp,1.84,0,2.5,546
543,27.25871825,-13.12955896,bp,1.02,0,2.1,546
544,27.20045019,-13.14387097,bp,0.84,0.95,2.6,546
545,27.34061808,-13.25037683,bp,0.65,1.18,2.1,546
546,27.09459195,-13.33756545,bp,15.27887454,0,4.3,546
547,27.38500871,-13.38017673,bp,7.034648485,7.034648485,7.1,546
548,27.44999175,-13.50402526,bp,3.278591828,3.596901714,4,546
549,27.22174505,-13.61588168,bp,3.724225668,3.724225668,4.2,546
550,26.9780421,-13.63579597,bp,4.074366543,4.233521486,4.2,546
551,27.2450178,-13.51330743,bp,1.06,1.1,2,546
552,26.9591837,-13.56756364,bp,6.143380803,6.589014644,6.6,546
553,26.87569817,-13.36974797,bp,0.99,1.14,3.4,546
554,26.83186545,-13.47917122,bp,2.8,3.183098862,4.2,546
555,26.88020662,-13.46639894,bp,3.6,3.851549623,2.2,546
556,27.35465224,-13.45937569,bp,1.05,0,1,546
557,26.86571692,-13.64245907,bp,1.61,1.12,0.9,546
558,26.14893077,-15.04137691,pt,0.21,0.62,1.6,0
559,28.46512914,-16.4995657,lc,23.23662169,0,3,0
560,27.80282606,-18.54055314,bp,5.220282133,5.665915974,6,562
561,27.73127914,-18.75119354,bp,4.106197532,4.13802852,4.4,562
562,27.81697373,-18.81904025,bp,11.4591559,11.65014183,9.2,562
563,27.6463105,-18.9754808,bp,3.501408748,3.596901714,3.8,562
564,27.71103186,-18.92845798,bp,0.84,1.25,2.2,562
565,28.0854725,-18.59302825,bp,0.9,1.65,1.8,562
566,27.13680105,-19.38000601,sb,0.63,0.78,1.8,0
567,26.85518729,-19.03417948,sb,0.89,0,1.8,0
568,23.67380359,-16.86290104,pt,0.41,0.83,1.7,0
569,22.92853553,-15.54685505,pt,1.94,2.71,3.9,0
570,18.68785786,-16.25311022,lc,3.34,0,3.7,0
571,17.43764023,-18.4785821,lc,30.93972094,0,16.3,0
572,16.17530309,-17.61006412,pt,0.96,1.35,2.5,0
573,16.298395,-11.76355535,bp,4.074366543,4.13802852,2.9,574
574,16.06781081,-11.9378174,bp,14.22845191,14.64225476,10.2,574
575,16.11788385,-12.2812712,bp,11.20450799,11.49098689,7.3,574
576,14.05849242,-19.41743009,lc,4.679155327,5.729577951,4.9,0
577,12.64230825,-18.96594386,lc,0.45,0,1.6,0
578,11.93098884,-17.14261328,lc,12.73239545,0,6.4,0
579,11.34301654,-19.13591818,lc,3.278591828,4.074366543,4,0
580,8.351292675,-18.76972124,lc,0.4,0.63,1.4,0
581,7.835684912,-16.8838174,bp,7.098310462,7.734930234,6.3,581
582,6.466641311,-17.2835534,lc,17.44338176,0,3.7,0
583,4.283786839,-18.29968495,lc,1.22,0,2.2,0
584,3.724204945,-18.24819965,lc,2.5,3.501408748,3.5,0
585,3.78602728,-19.00660299,lc,0.17,0.78,1.4,0
586,3.409169773,-18.83506997,lc,0.73,1.31,1.6,0
587,1.522655783,-17.83338492,lc,3.04,3.947042589,3.9,0
588,1.840774596,-14.42217694,lc,29.28450953,0,13.5,0
589,0.821014344,-14.10877542,lc,1.3,2.05,1.9,0
590,8.536668534,-10.47727387,lc,28.17042493,0,8.4,0
601,3.676716541,-20.10169567,lc,2.12,3.183098862,3.2,0
602,4.666572827,-20.33531316,lc,0.64,1,1.7,0
603,3.84417141,-21.83114306,lc,1.48,2.08,2.3,0
604,5.299237506,-21.21062362,lc,3.756056657,4.870141259,4.4,0
605,4.257737703,-22.87420948,lc,2.832957987,3.405915782,3.1,0
606,3.727230489,-27.99811526,lc,29.79380535,0,18.4,0
607,9.320720849,-23.66366579,lc,12.73239545,0,10.5,0
608,9.017358671,-23.07140553,bp,16.45662112,0,6.6,608
609,9.309286329,-23.14797658,bp,1.27,1.63,2.3,608
610,9.233176996,-22.94443674,bp,3.69239468,4.233521486,4.7,608
611,9.39442026,-23.02568493,bp,4.074366543,4.297183463,4.8,608
612,9.956663423,-21.057995,lc,1.64,2.22,3,0
613,9.779535286,-21.77950719,lc,0.15,0.53,1.4,0
614,10.07559451,-21.92285601,lc,1.59,0,2.3,0
615,10.05375189,-22.86821561,lc,5.634084985,0,5.6,0
616,11.4943156,-22.19747142,lc,0.74,1.14,1.8,0
617,10.67099507,-20.19742439,lc,23.23662169,0,13.7,0
618,11.34669821,-20.3973333,lc,1.03,1.58,2.1,0
619,12.35821974,-20.44350539,lc,2.6,3.501408748,3.7,0
620,13.89166125,-21.12931928,lc,0.92,1.27,1.7,0
621,15.23800085,-22.29551667,lc,1.84,3.023943919,2.8,0
622,16.21347982,-22.8046348,lc,2.32,0,3.3,0
623,17.18167291,-22.45858342,lc,1.44,2.1,2.2,0
624,16.75607968,-23.56502188,lc,0.1,0.69,1.4,0
625,18.16251293,-24.1077538,lc,8.75352187,0,7.2,0
626,12.33953117,-29.69983594,lc,42.97183463,0,3.2,0
627,20.37005867,-20.1,lc,1.59,2.24,2.5,0
628,19.93475723,-22.32374439,lc,1.35,1.9,2.6,0
629,19.8473117,-22.47495863,lc,1.04,1.34,2.4,0
630,20.06851056,-22.49461772,lc,2.14,2.82,3.6,0
631,20.13459584,-22.38669245,lc,2.39,3.246760839,3.6,0
632,20.68915671,-23.02527637,lc,1.1,1.51,2.3,0
633,20.77755709,-22.90782508,lc,2.18,0,3.8,0
634,21.35835711,-22.25097937,lc,2.94,0,4.1,0
635,25.62768022,-20.92936526,lc,7.480282325,0,7.4,0
636,25.6354927,-22.89977172,pt,1.69,2.35,3.7,0
637,25.6354927,-22.89977172,pt,1.69,2.19,3.4,0
638,25.1944523,-23.93329522,lc,22.21803006,0,14.6,0
639,24.64606833,-24.54046425,lc,18.78028328,0,8.7,0
640,23.28744426,-25.26331601,lc,24.98732607,0,15.7,0
641,24.93435111,-25.74585079,bp,5.156620156,5.188451145,6.4,646
642,24.62561928,-25.80380323,bp,2.09,2.3,3.9,646
643,24.49189117,-26.07459769,bp,6.398028712,7.002817496,6.4,646
644,24.42614205,-26.1903964,bp,10.28140932,10.56788822,7.9,646
645,24.41693766,-26.42257853,bp,2.94,3.310422816,5.4,646
646,24.63112533,-26.19799845,bp,16.61577606,16.55211408,11.9,646
647,24.97833919,-25.9423331,bp,9.549296586,9.931268449,7.9,646
648,24.93112499,-26.2150548,bp,3.13,3.278591828,4.8,646
649,28.19576685,-22.55766353,sb,3.17,3.246760839,4,0
650,25.25596204,-26.72510251,sb,3.88,4.297183463,4.7,0
651,25.89781877,-29.80657989,pt,2.5,3.151267873,4,0
652,27.35112501,-29.2377249,lc,4.074366543,0,4.5,0
653,27.64920519,-29.7917651,lc,0.57,1.37,1.8,0
654,27.5309352,-29.41151523,pt,0.57,0.78,1.9,0
655,28.0402132,-29.63265985,pt,0.12,0.33,1.4,0
656,27.39810182,-27.77625397,lc,3.246760839,0,5.1,0
657,28.22114672,-27.58417965,lc,5.252113122,6.90732453,6.5,0
658,29.74739245,-29.64669319,lc,7.161972439,0,7.1,0
659,29.84317601,-24.72739952,lc,2.960281942,0,3.3,0
660,31.46522694,-21.37593968,pt,6.270704758,6.68450761,7.1,0
661,33.74075539,-22.59022183,pt,2.3,3.501408748,4.1,0
662,33.5364737,-24.55919442,lc,1.57,0,5,0
663,32.3582099,-25.05719745,lc,3.596901714,0,4.6,0
664,31.65413565,-25.54868771,lc,1.42,0,2.3,0
665,30.69409496,-25.00207279,lc,1.96,0,3.2,0
666,30.38296304,-25.47662664,lc,1.97,2.864788976,2.8,0
667,30.91378578,-26.75850542,lc,0.7,0,2,0
668,30.7873153,-27.24736053,pt,1.15,1.36,2.9,0
669,32.21888071,-27.73815665,lc,1.45,0,2.5,0
670,32.17224904,-27.88630041,lc,1.26,0,2.5,0
671,32.39425555,-28.1349825,lc,1.94,2.53,2.9,0
672,33.2394572,-29.35499423,lc,3.21492985,4.456338407,3.8,0
673,34.48030917,-28.14965212,pt,3.9152116,4.360845441,5.4,0
674,35.35639928,-28.84446645,lc,1.57,2.9,2.7,0
675,36.14698339,-27.64530544,lc,33.10422816,0,2.5,0
676,42.08674623,-25.30571065,bp,5.029296202,5.474930042,5.8,678
677,42.26849134,-25.48796139,bp,7.034648485,0,5.2,678
678,42.37470344,-25.66558158,bp,13.20986028,0,4.3,678
679,42.60077101,-25.45284054,bp,2.26,0,1.5,678
680,42.78127029,-25.66387938,bp,1.54,1.75,2.8,678
681,42.7131439,-25.76693784,bp,6.175211792,6.46169069,5.1,678
682,42.67368908,-25.82924568,bp,1.38,1.68,1.8,678
683,43.16829426,-26.62296204,lc,17.0614099,0,12,0
684,42.33145432,-26.01445213,bp,1.4,1.62,1.7,678
685,42.30707959,-26.10928736,bp,3.41,3.437746771,1.7,678
686,42.24298137,-25.94487234,bp,7.352958371,8.021409132,5.9,678
687,42.24127772,-25.78642547,bp,6.175211792,0,2.8,678
688,42.05952616,-25.72628403,bp,6.46169069,6.302535746,5.1,678
689,41.91320767,-25.70785274,bp,3.947042589,0,0,678
690,41.85997064,-25.65691581,bp,3.023943919,0,5,678
691,41.97232587,-25.58278724,bp,6.175211792,0,5,678
692,42.04681843,-25.5409174,bp,3.437746771,0,3,678
693,41.44877197,-26.34615793,lc,24.03239641,0,14.5,0
694,42.44435275,-21.06685737,lc,0.69,1.42,2,0
695,44.62337913,-27.13229856,pt,0.9,1.42,2.4,0
696,48.04309741,-23.90105574,bp,16.2338042,15.91549431,9.5,696
697,47.82517515,-23.7238731,bp,5.474930042,5.729577951,5.5,696
698,48.05349078,-23.80446722,bp,11.68197282,0,6.4,696
699,48.14767037,-23.5933355,bp,6.207042781,6.525352667,6.2,696
700,48.26885109,-23.65047667,bp,0.79,1.1,2.4,696
701,50.21513971,-27.43772321,bp,3.61,4.106197532,5.2,702
702,50.12276438,-27.68413651,bp,9.45380362,9.644789551,11,702
703,50.27736686,-27.78375186,bp,5.793239929,6.111549815,6.6,702
704,50.18911449,-27.79033093,bp,8.849014836,9.071831756,6.9,702
705,42.9830247,-35.69196522,ss,4.965634224,0,0,0
706,49.93819227,-27.77357633,bp,4.647324338,5.188451145,5.2,702
707,42.99727396,-35.55635861,ss,2.61,0,2,0
708,43.07242334,-35.59578443,ss,1.02,0,2.2,0
709,43.05716241,-35.6339196,ss,0.51,0.71,1.9,0
710,43.03048904,-35.6396977,ss,0.5,0.56,1.2,0
711,42.93493888,-35.51494328,ss,0.49,0.58,1.7,0
712,31.97958923,-31.22680838,lc,4.901972247,5.952394872,4.9,0
713,30.74142053,-33.68993775,lc,29.0935236,0,16.1,0
714,28.61544734,-30.660465,pt,1.38,1.88,3.4,0
715,28.35482258,-30.15763217,lc,2.55,0,3.4,0
716,27.70877406,-30.42109321,pt,1.46,0.57,3,0
717,27.30058912,-39.45360586,lc,28.71155173,0,19.4,0
718,24.66289797,-31.71120156,pt,2.21,0.96,2.3,0
719,22.69986222,-35.87163786,lc,0.91,1.58,2,0
720,21.72235995,-34.63067925,pt,0.81,1.2,2.3,0
721,19.35008586,-30.68249527,lc,0.43,1.12,1.6,0
722,18.07716904,-34.59280662,lc,32.18112949,0,21.4,0
723,16.03191024,-32.98725739,lc,2.54,0,2.9,0
724,15.45895632,-30.1517821,lc,21.29493139,0,15.7,0
725,15.09772605,-34.41727762,lc,25.30563595,0,15.3,0
726,8.280799879,-36.85981673,lc,12.5732405,0,9,0
727,6.008110966,-33.48582914,lc,37.24225668,0,21,0
728,4.814019106,-37.96763631,lc,17.44338176,17.76169165,13.1,0
729,3.682148909,-38.27163152,lc,20.18084678,20.53098766,16.2,0
730,2.099644167,-32.60697777,lc,19.51239602,0,13.2,0
731,0.801165984,-32.57747666,lc,37.71972151,0,14.6,0
801,1.312280744,-43.56309334,lc,12.89155039,13.62366313,12.3,0
802,1.806062187,-44.13905582,lc,19.60788899,19.73521294,15.2,0
803,2.620214093,-43.3631622,lc,12.00028271,12.38225457,11.4,0
804,3.641241533,-45.48873307,lc,12.5732405,12.70056446,12.6,0
805,4.379302907,-46.24241653,lc,13.81464906,14.29211389,11.5,0
806,3.544790681,-47.85870044,lc,32.84958025,33.51803102,18.5,0
807,7.119128175,-48.272737,lc,11.90478974,12.22309963,11.2,0
808,6.118816145,-45.46135623,lc,7.798592212,8.180564075,7.3,0
809,8.2400703,-43.79144398,lc,11.52281788,11.65014183,9.3,0
810,8.970067549,-42.17883894,lc,18.62112834,18.93943823,14,0
811,11.16627446,-48.44237585,lc,12.06394469,11.90478974,10.6,0
812,11.45103727,-46.13999532,lc,24.35070629,24.8918331,16,0
813,13.31341689,-46.26299501,lc,10.0585924,10.28140932,7.9,0
814,13.66822591,-49.40147113,lc,19.98986085,20.18084678,16.7,0
815,14.84848699,-47.8556321,lc,9.326479665,9.67662054,8.5,0
816,16.68158465,-45.75262204,lc,9.008169779,8.75352187,5.2,0
817,17.16425687,-46.13960353,lc,15.72450838,16.07464925,11.7,0
818,19.29362073,-47.43550622,lc,20.30817074,20.62648062,14.4,0
819,23.60732023,-43.35614263,lc,27.94760801,0,16.9,0
820,26.29090397,-49.39425484,lc,10.50422624,10.59971921,9.2,0
821,33.91490613,-40.24440262,lc,31.67183368,0,18.6,0
822,39.579541,-40.45564705,lc,8.371550007,9.326479665,7.3,0
823,41.21687284,-41.22968309,lc,7.034648485,8.148733086,7.3,0
824,43.17397431,-48.81605281,lc,11.07718404,11.4591559,8.3,0
825,44.83681061,-49.25196537,lc,5.570423008,5.697746963,4.4,0
826,45.00899252,-49.50039967,lc,16.93408594,17.37971979,11.1,0
827,44.97396131,-49.88962127,lc,10.44056427,10.79070514,8.8,0
828,45.38290146,-40.85256783,bp,2.14,2.737465021,3.6,828
829,45.53027722,-41.0549568,lc,0.56,1,1.4,0
830,46.48491084,-41.76191128,lc,9.867606472,10.79070514,6.6,0
1000,31.89674369,17.510168,bp,10.98169107,10.94986008,7.6,224
1001,31.89674369,17.510168,bp,5.697746963,5.793239929,6,224
2001,50.21513971,-27.43772321,bp,4.169859509,4.169859509,0,702
2002,50.21513971,-27.43772321,bp,14.2602829,14.2602829,0,702
2003,50.21513971,-27.43772321,bp,7.957747155,8.116902098,0,702
2004,50.21513971,-27.43772321,bp,3.119436885,3.119436885,0,702
2005,50.21513971,-27.43772321,bp,3.947042589,4.13802852,0,702
2006,50.21513971,-27.43772321,bp,13.20986028,13.36901522,0,702
2007,50.21513971,-27.43772321,bp,4.583662361,5.092958179,0,702
2008,50.21513971,-27.43772321,bp,12.22309963,12.35042358,0,702
2009,50.21513971,-27.43772321,bp,3.183098862,3.342253805,0,702
2010,50.21513971,-27.43772321,bp,1.57,1.56,0,702
3581,17.13405091,31.25496777,lc,0,0.7,0,0
3582,16.47161312,13.88853747,bp,0,0.65,0,112
3583,16.47161312,13.88853747,bp,0,0.65,0,112
3584,26.72,7.06,lc,0,0.384,0,0
3585,20.02537707,14.53997785,lc,0,0.59,0,0
3586,25.05,28.61,pt,0,0.58,0,0
3587,25.43,34.33,bp,0,0.48,0,170
3588,23.54,32.4,pt,0,0.78,0,0
3589,24.63,40.14,lc,0,0.29,0,0
3590,37.44,19.79,pt,0,0.35,0,0
3591,49.19,2.8,pt,0,0.55,0,0
3594,41.89,29.82,bp,0,0.71,0,302
3595,48.9,30.46,af,0,0.92,0,0
3596,48.92,30.4,af,0,0.49,0,0
3602,45.6,-28.6,pt,0,0.51,0,0
4742,4.5,-6.5,lc,0,0.83,0,0
4743,38.85,-3.97,bp,0,0.35,0,443
4745,47.84,-10.27,bp,0,0.107,0,501
4747,39.5,-16,bp,0,0.47,0,4747
4748,39.5,-19,pt,0,0.34,0,0
4748,38.6,-16.7,lc,0,0.41,0,0
4760,5.8,-22.2,lc,1.86,1.86,2.5,0
4777,34.52,-22.2,pt,0,0.15,0,0
4778,40.8,-21,bp,0,0.4,0,4778
4779,40.5,-21,bp,0,0.27,0,4778
4781,42.24,-25.94,bp,0,0.3,0,678
4782,42.09,-25.31,bp,1.97,1.97,2.7,678
4787,24.12,-32.29,lc,0,0.7,0,0
