
,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.0978705657328193,0.0130933560721773,7.47482656037967,3.4187803029761e-13,-813.801985671742,519
dbh01,0.000549596628540328,0.00129990146497066,0.422798683862343,0.67262141044058,,
crd1,8.08887284280908e-05,0.000122996347282251,0.657651468644577,0.511060577634691,,
crd2,-1.26842135238908e-05,0.000502499840379683,-0.0252422239861942,0.979871689664275,,
crd3,4.70656809373184e-06,0.000588171569445353,0.00800203263508664,0.993618517438769,,
crd4,-0.000793793411546708,0.000622908792456488,-1.27433329110081,0.203129101272574,,
crd5,-0.00118880529745123,0.000821132064678151,-1.44776382337132,0.14830118243095,,
crd6,-0.000881417926348801,0.0009461715480167,-0.93156249328821,0.352006048457759,,
crd7,0.000733020595744695,0.000969328601434912,0.756214760051022,0.449871665965604,,
crd8,0.000543878695149549,0.00114052794539268,0.47686573340585,0.633663202585611,,
crd9,-0.000218228521807071,0.00108404888149,-0.201308746804038,0.840537901407786,,
kabudachi,-5.1848536598118e-06,5.99744250430993e-06,-0.864510773731605,0.387716197816273,,

,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.0973182140611432,0.00682770304333243,14.2534339064701,4.06936735519462e-39,-829.31446225024,519
crd5,-0.00149259520692925,0.000699047845661304,-2.13518318694945,0.0332154601439745,,

,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.0892019102120548,0.00938842220346124,9.50126744184647,7.79927372867071e-20,-822.818078106941,519
dbh01,0.000544937437501403,0.00128436373085337,0.42428591248005,0.671534488807114,,
crd,-4.8407881711005e-05,9.17426413552585e-05,-0.527648659291957,0.597970460401179,,
kabudachi,-6.61498173496201e-06,4.98882787887903e-06,-1.32595910213049,0.185441037087124,,

,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),0.0868648846441876,0.0047754315488726,18.1899549297686,1.54456983978934e-57,-826.757879638231,519
